County,State,FIPS,pov 1a0c,pov 1a1c,pov 1a2c,pov 1a3c,pov 2a1w0c,pov 2a1w1c,pov 2a1w2c,pov 2a1w3c,pov 2a2w0c,pov 2a2w1c,pov 2a2w2c,pov 2a2w3c,live 1a0c,live 1a1c,live 1a2c,live 1a3c,live 2a1w0c,live 2a1w1c,live 2a1w2c,live 2a1w3c,live 2a2w0c,live 2a2w1c,live 2a2w2c,live 2a2w3c,min 1a0c,min 1a1c,min 1a2c,min 1a3c,min 2a1w0c,min 2a1w1c,min 2a1w2c,min 2a1w3c,min 2a2w0c,min 2a2w1c,min 2a2w2c,min 2a2w3c,pct_less_hs,pct_hs,pct_some_college,pct_college,crime_per_10k,unemployment_rate_2019,median_household_income_2019
Monroe County,TN,47123,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$11.66,$24.24,$29.54,$37.81,$20.37,$24.03,$27.42,$29.50,$10.18,$13.43,$16.54,$18.99,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,17.6,41.5,27.5,13.4,434.76,3.6,50506
Montgomery County,TN,47125,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.70,$26.42,$32.42,$41.95,$21.21,$25.50,$28.90,$31.54,$10.61,$14.51,$17.97,$21.06,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,7.1,28.5,36,28.5,353.94,3.8,57606
Moore County,TN,47127,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.12,$24.94,$30.94,$39.80,$19.99,$24.03,$27.42,$29.39,$10.00,$13.78,$17.24,$19.98,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,14.1,39.9,23.3,22.7,182.13,2.9,61804
Monroe County,TN,47127,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$11.66,$24.24,$29.54,$37.81,$20.37,$24.03,$27.42,$29.50,$10.18,$13.43,$16.54,$18.99,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,14.1,39.9,23.3,22.7,182.13,2.9,61804
Morgan County,TN,47129,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.14,$24.70,$30.00,$38.01,$20.23,$24.49,$27.89,$29.71,$10.12,$13.66,$16.77,$19.09,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,19.7,48.5,22.4,9.4,482.24,4.1,43952
Obion County,TN,47131,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$11.95,$24.24,$29.54,$37.29,$20.16,$24.03,$27.42,$28.98,$10.08,$13.43,$16.54,$18.73,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,16.5,44.8,23.4,15.3,371.94,4.9,44061
Robertson County,TN,47133,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.84,$28.21,$34.21,$43.59,$23.00,$27.29,$30.69,$33.18,$11.50,$15.41,$18.87,$21.88,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,19.4,46.7,21.2,12.8,173.5,3.8,43636
Overton County,TN,47133,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.12,$24.24,$29.54,$37.23,$19.88,$24.03,$27.42,$28.92,$9.94,$13.43,$16.54,$18.70,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,19.4,46.7,21.2,12.8,173.5,3.8,43636
Perry County,TN,47135,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.11,$24.24,$29.54,$37.50,$19.88,$24.03,$27.42,$29.20,$9.94,$13.43,$16.54,$18.83,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,25.1,38.5,24.9,11.5,102.68,5,42939
Pickett County,TN,47137,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.12,$24.24,$29.54,$36.96,$19.99,$24.03,$27.42,$28.65,$10.00,$13.43,$16.54,$18.56,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,25.6,38.2,26.7,9.4,291.05,4.6,41860
Polk County,TN,47139,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.35,$25.30,$30.60,$38.44,$20.69,$25.09,$28.48,$30.13,$10.34,$13.96,$17.06,$19.30,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,17.6,39.4,31.1,11.9,615.98,4,45922
Putnam County,TN,47141,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.52,$25.35,$31.35,$40.25,$20.31,$24.44,$27.83,$29.83,$10.15,$13.98,$17.44,$20.21,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,13.4,36.5,23.6,26.4,489.45,3.5,49083
Rhea County,TN,47143,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.24,$24.42,$29.72,$37.54,$20.02,$24.21,$27.60,$29.23,$10.01,$13.52,$16.63,$18.85,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,19.2,36.8,27,16.9,490.21,5.7,47599
Roane County,TN,47145,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.41,$26.10,$32.09,$40.50,$20.76,$25.18,$28.58,$30.09,$10.38,$14.35,$17.81,$20.33,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,11.1,36.3,32.9,19.8,705.78,4,50561
Robertson County,TN,47147,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.84,$28.21,$34.21,$43.59,$23.00,$27.29,$30.69,$33.18,$11.50,$15.41,$18.87,$21.88,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,12.8,38.1,29.5,19.6,277.42,2.9,65790
Rutherford County,TN,47149,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.84,$28.21,$34.21,$43.59,$23.00,$27.29,$30.69,$33.18,$11.50,$15.41,$18.87,$21.88,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,8.2,27.8,31.7,32.2,410.86,2.6,69614
Scott County,TN,47151,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.12,$24.24,$29.54,$37.41,$19.88,$24.03,$27.42,$29.10,$9.94,$13.43,$16.54,$18.79,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,20.2,44.3,26.3,9.2,608.4,4.3,38750
Sequatchie County,TN,47153,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.84,$25.47,$30.76,$38.78,$21.18,$25.26,$28.65,$30.48,$10.59,$14.04,$17.15,$19.47,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,18.4,39.1,27.4,15.1,417.95,4.2,46876
Sevier County,TN,47155,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.22,$25.74,$31.74,$40.68,$21.02,$24.83,$28.22,$30.27,$10.51,$14.18,$17.64,$20.42,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,15,37.2,30.3,17.4,382.3,3.3,54476
Shelby County,TN,47157,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.28,$26.52,$32.52,$41.71,$21.64,$25.60,$29.00,$31.29,$10.82,$14.57,$18.03,$20.94,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,11.6,27.5,29.3,31.6,407.18,4,52659
Smith County,TN,47159,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$24.56,$29.85,$37.35,$20.12,$24.34,$27.74,$29.04,$10.06,$13.58,$16.69,$18.76,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,14.7,46.5,24.3,14.4,686.58,3,54570
Stewart County,TN,47161,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.23,$25.09,$31.09,$39.25,$20.11,$24.18,$27.57,$28.83,$10.05,$13.85,$17.31,$19.71,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,12.8,44.8,26.8,15.6,587.02,4.4,52177
Sullivan County,TN,47163,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.40,$25.38,$31.38,$39.90,$20.21,$24.46,$27.86,$29.48,$10.11,$14.00,$17.46,$20.03,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,12.8,34.7,28.8,23.6,722.55,3.7,51303
Sumner County,TN,47165,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.84,$28.21,$34.21,$43.59,$23.00,$27.29,$30.69,$33.18,$11.50,$15.41,$18.87,$21.88,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,10.3,30.9,30.7,28.1,471.91,2.7,69391
Tipton County,TN,47167,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.28,$25.82,$31.11,$39.60,$21.64,$25.60,$29.00,$31.29,$10.82,$14.21,$17.32,$19.88,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,12.2,37.6,32.9,17.3,475.9,3.9,61436
Trousdale County,TN,47169,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.84,$27.51,$32.80,$41.49,$23.00,$27.29,$30.69,$33.18,$11.50,$15.06,$18.17,$20.82,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,15.6,38.4,32.3,13.8,421.08,3,51982
Unicoi County,TN,47171,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.56,$24.53,$29.83,$37.40,$20.36,$24.32,$27.71,$29.09,$10.18,$13.57,$16.68,$18.78,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,15,39.4,30.8,14.8,567.64,4.9,44548
Union County,TN,47173,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.01,$26.03,$31.32,$39.57,$21.55,$25.81,$29.21,$31.26,$10.78,$14.32,$17.43,$19.87,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,22.9,44.8,22.4,9.9,688.45,4,48106
Unicoi County,TN,47173,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.56,$24.53,$29.83,$37.40,$20.36,$24.32,$27.71,$29.09,$10.18,$13.57,$16.68,$18.78,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,22.9,44.8,22.4,9.9,688.45,4,48106
Van Buren County,TN,47175,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.12,$24.24,$29.54,$36.96,$19.88,$24.03,$27.42,$28.65,$9.94,$13.43,$16.54,$18.56,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,21,50.8,20.5,7.8,476.52,4.5,44451
Warren County,TN,47177,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.27,$24.43,$29.73,$37.20,$20.03,$24.22,$27.61,$28.89,$10.01,$13.52,$16.63,$18.68,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,20.5,43.3,21.6,14.5,609.89,4.1,46144
Washington County,TN,47179,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.56,$25.23,$31.23,$39.50,$20.36,$24.32,$27.71,$29.09,$10.18,$13.92,$17.38,$19.83,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,11.2,28.9,28.1,31.8,582.45,3.4,51879
Wayne County,TN,47181,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.12,$24.24,$29.54,$37.09,$20.03,$24.03,$27.42,$28.79,$10.02,$13.43,$16.54,$18.63,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,19.8,46.6,23.8,9.7,345.2,4.6,45091
Weakley County,TN,47183,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$11.89,$24.24,$29.54,$37.20,$20.13,$24.03,$27.42,$28.89,$10.06,$13.43,$16.54,$18.68,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,14.9,38.9,24.6,21.6,582.08,4,42506
White County,TN,47185,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.12,$24.24,$29.54,$37.18,$19.99,$24.03,$27.42,$28.87,$10.00,$13.43,$16.54,$18.67,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,16.8,45.7,25.2,12.3,320.33,3.7,43583
Williamson County,TN,47187,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.84,$28.21,$34.21,$43.59,$23.00,$27.29,$30.69,$33.18,$11.50,$15.41,$18.87,$21.88,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,4.7,13.3,22.2,59.8,308.6,2.4,119637
Wilson County,TN,47189,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.84,$28.21,$34.21,$43.59,$23.00,$27.29,$30.69,$33.18,$11.50,$15.41,$18.87,$21.88,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,8.4,29,30.2,32.4,401.13,2.7,80080
Gibson County,TN,47189,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.20,$24.34,$29.64,$37.68,$20.49,$24.13,$27.52,$29.37,$10.24,$13.48,$16.59,$18.92,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,8.4,29,30.2,32.4,401.13,2.7,80080
Henderson County,TX,48001,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.75,$26.01,$31.55,$39.78,$20.89,$25.54,$28.94,$30.72,$10.44,$14.31,$17.54,$19.97,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,18.7,38.9,31.8,10.6,173.67,2.9,48461
Anderson County,TX,48001,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.65,$25.86,$31.41,$40.16,$21.22,$25.40,$28.79,$31.10,$10.61,$14.24,$17.47,$20.16,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,18.7,38.9,31.8,10.6,173.67,2.9,48461
Andrews County,TX,48003,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.79,$27.98,$34.11,$42.94,$22.19,$26.94,$30.34,$32.15,$11.09,$15.30,$18.82,$21.55,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,27.7,34.9,25.1,12.2,184.05,2.3,74918
Angelina County,TX,48005,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.33,$25.86,$31.28,$39.42,$21.41,$25.52,$28.92,$30.73,$10.71,$14.24,$17.41,$19.79,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,18.1,31.6,33.4,16.9,316.17,4,51750
Aransas County,TX,48007,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.98,$26.91,$33.06,$42.77,$21.72,$25.84,$29.24,$31.90,$10.86,$14.76,$18.30,$21.47,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,15.5,31.2,31.4,21.9,489.85,4.3,53085
Archer County,TX,48009,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.31,$25.89,$31.40,$39.95,$20.84,$25.46,$28.86,$30.99,$10.42,$14.25,$17.47,$20.05,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,9.7,35.4,31,23.9,28.76,2.8,63731
Armstrong County,TX,48011,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.79,$26.85,$32.73,$41.82,$21.31,$26.05,$29.45,$31.75,$10.66,$14.73,$18.13,$20.99,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,13.1,22.4,41.6,22.8,10.64,2.7,64424
Atascosa County,TX,48013,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.58,$27.33,$33.88,$42.87,$21.37,$25.87,$29.26,$30.82,$10.68,$14.97,$18.70,$21.52,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,22.9,38.7,23.9,14.4,346.73,3.6,57309
Austin County,TX,48015,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.63,$28.20,$34.84,$44.12,$22.11,$26.65,$30.04,$31.79,$11.05,$15.41,$19.19,$22.14,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,16,29.2,30.9,23.9,152.29,3.4,68311
Bailey County,TX,48017,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.62,$31.34,$40.22,$20.99,$24.99,$28.39,$30.66,$10.50,$14.12,$17.43,$20.19,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,23.1,35.1,24.6,17.2,63.15,3.7,46174
Bandera County,TX,48019,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.50,$28.71,$35.26,$45.01,$22.49,$27.25,$30.65,$32.95,$11.25,$15.66,$19.40,$22.59,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,10.7,32.3,34.2,22.8,161.88,3.3,59604
Castro County,TX,48021,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.79,$31.67,$40.09,$20.94,$24.99,$28.39,$30.02,$10.47,$14.20,$17.60,$20.13,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,18.1,30.4,30.9,20.7,178.46,3.1,62627
Bastrop County,TX,48021,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.42,$31.03,$37.85,$48.45,$24.39,$29.30,$32.69,$35.58,$12.20,$16.82,$20.69,$24.31,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,18.1,30.4,30.9,20.7,178.46,3.1,62627
Taylor County,TX,48023,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.02,$26.37,$31.83,$40.16,$21.18,$25.99,$29.38,$31.36,$10.59,$14.49,$17.68,$20.16,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,14.5,35,27.7,22.8,245.42,2.3,41539
Baylor County,TX,48023,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.42,$30.93,$39.62,$20.99,$24.99,$28.39,$30.66,$10.50,$14.02,$17.23,$19.89,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,14.5,35,27.7,22.8,245.42,2.3,41539
Lee County,TX,48025,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.84,$27.49,$34.30,$43.95,$21.65,$25.75,$29.14,$31.07,$10.82,$15.05,$18.92,$22.06,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,24.6,34.2,32.3,8.9,303.63,4.4,44171
Bee County,TX,48025,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.08,$26.96,$33.11,$42.84,$21.11,$25.90,$29.29,$31.97,$10.56,$14.79,$18.32,$21.50,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,24.6,34.2,32.3,8.9,303.63,4.4,44171
Bell County,TX,48027,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.86,$26.06,$31.73,$40.78,$20.89,$25.47,$28.86,$31.35,$10.44,$14.33,$17.63,$20.47,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,9,26,39.9,25.2,201.91,3.8,54831
Bexar County,TX,48029,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.50,$28.71,$35.26,$45.01,$22.49,$27.25,$30.65,$32.95,$11.25,$15.66,$19.40,$22.59,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,15.8,25.4,30.8,28,223.39,3.1,58956
Blanco County,TX,48031,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.89,$27.47,$34.28,$43.63,$21.00,$25.73,$29.12,$30.75,$10.50,$15.04,$18.91,$21.89,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,9.9,30.3,33.3,26.5,93.33,2.4,68404
Borden County,TX,48033,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.47,$26.21,$32.34,$41.14,$20.76,$25.17,$28.57,$30.35,$10.38,$14.41,$17.93,$20.65,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,5.3,20.1,35.2,39.5,93.02,2.5,71926
Bosque County,TX,48035,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.37,$30.82,$38.52,$20.42,$24.99,$28.39,$29.72,$10.21,$13.99,$17.18,$19.34,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,13.5,34.2,32.5,19.8,130.99,3.4,55179
Bowie County,TX,48037,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.89,$25.84,$31.25,$39.08,$20.97,$25.51,$28.91,$30.43,$10.49,$14.23,$17.39,$19.62,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,11.2,34.8,33.3,20.6,628.57,4.4,51207
Brazoria County,TX,48039,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.59,$28.90,$35.54,$45.70,$22.99,$27.34,$30.74,$33.36,$11.50,$15.76,$19.54,$22.93,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,12.1,25.5,32.4,30,216.99,4.2,83704
