,State,County,1a1w0c,1a1w1c,1a1w2c,1a1w3c,2a1w0c,2a1w1c,2a1w2c,2a1w3c,2a2w0c,2a2w1c,2a2w2c,2a2w3c
8847,Texas,Hudspeth County,$12.22,$25.90,$31.41,$39.27,$21.09,$25.47,$28.86,$30.31,$10.55,$14.25,$17.47,$19.71
8850,Texas,Hunt County,$15.21,$30.73,$37.53,$48.15,$24.12,$29.01,$32.41,$35.33,$12.06,$16.67,$20.53,$24.15
8853,Texas,Hutchinson County,$12.63,$26.19,$32.07,$40.51,$20.72,$25.39,$28.78,$30.44,$10.36,$14.40,$17.80,$20.34
8856,Texas,Irion County,$13.00,$27.09,$32.61,$41.34,$21.75,$26.66,$30.06,$32.36,$10.88,$14.85,$18.07,$20.75
8859,Texas,Jack County,$12.64,$25.75,$31.26,$39.65,$20.65,$25.32,$28.71,$30.69,$10.33,$14.18,$17.40,$19.91
8862,Texas,Jackson County,$12.80,$26.25,$31.97,$41.15,$21.05,$25.61,$29.00,$31.55,$10.52,$14.43,$17.75,$20.65
8865,Texas,Jasper County,$12.65,$25.75,$31.18,$39.35,$20.74,$25.41,$28.81,$30.66,$10.37,$14.18,$17.35,$19.76
8868,Texas,Jeff Davis County,$13.62,$27.06,$32.57,$41.24,$21.90,$26.63,$30.03,$32.29,$10.95,$14.84,$18.05,$20.70
8871,Texas,Jefferson County,$12.97,$26.58,$32.28,$40.78,$21.40,$25.95,$29.34,$31.23,$10.70,$14.59,$17.91,$20.47
8874,Texas,Jim Hogg County,$12.34,$25.55,$31.19,$40.00,$20.61,$24.99,$28.39,$30.66,$10.31,$14.08,$17.36,$20.08
8877,Texas,Jim Wells County,$12.82,$26.82,$32.97,$41.54,$21.00,$25.75,$29.14,$30.67,$10.50,$14.71,$18.25,$20.85
8880,Texas,Johnson County,$14.41,$29.73,$36.53,$47.15,$23.12,$28.02,$31.41,$34.34,$11.56,$16.17,$20.03,$23.66
8883,Texas,Jones County,$13.02,$26.37,$31.83,$40.16,$21.18,$25.99,$29.38,$31.36,$10.59,$14.49,$17.68,$20.16
8886,Texas,Karnes County,$12.22,$26.92,$33.47,$42.36,$20.78,$25.46,$28.86,$30.31,$10.39,$14.77,$18.50,$21.26
8889,Texas,Kaufman County,$15.21,$30.73,$37.53,$48.15,$24.12,$29.01,$32.41,$35.33,$12.06,$16.67,$20.53,$24.15
8892,Texas,Kendall County,$14.28,$29.87,$36.42,$46.04,$23.43,$28.41,$31.81,$33.98,$11.72,$16.24,$19.98,$23.10
8895,Texas,Kenedy County,$12.47,$26.24,$32.39,$41.22,$20.76,$25.17,$28.57,$30.35,$10.38,$14.42,$17.96,$20.69
8898,Texas,Kent County,$12.34,$25.37,$30.83,$39.34,$20.61,$24.99,$28.39,$30.54,$10.31,$13.99,$17.18,$19.75
8901,Texas,Kerr County,$13.36,$27.02,$33.56,$43.53,$21.49,$25.55,$28.95,$31.47,$10.74,$14.81,$18.55,$21.85
8904,Texas,Kimble County,$12.43,$25.55,$31.06,$38.89,$20.97,$25.11,$28.51,$29.92,$10.49,$14.08,$17.30,$19.53
8907,Texas,King County,$13.69,$27.45,$33.16,$41.56,$22.07,$26.82,$30.21,$32.00,$11.03,$15.03,$18.35,$20.86
8910,Texas,Kinney County,$12.80,$25.67,$30.81,$38.33,$21.11,$25.61,$29.01,$30.50,$10.55,$14.14,$17.17,$19.25
8913,Texas,Kleberg County,$12.76,$26.62,$32.77,$42.34,$20.85,$25.55,$28.95,$31.47,$10.43,$14.62,$18.15,$21.25
8916,Texas,Knox County,$12.34,$25.37,$30.83,$38.52,$20.61,$24.99,$28.39,$29.72,$10.31,$13.99,$17.18,$19.34
8919,Texas,Lamar County,$12.29,$25.35,$30.76,$38.73,$20.56,$25.02,$28.42,$30.08,$10.28,$13.98,$17.15,$19.45
8922,Texas,Lamb County,$12.34,$25.62,$31.34,$39.30,$20.99,$24.99,$28.39,$29.74,$10.50,$14.12,$17.43,$19.73
8925,Texas,Lampasas County,$12.65,$25.92,$31.59,$40.58,$20.68,$25.33,$28.72,$31.14,$10.34,$14.26,$17.56,$20.37
8928,Texas,La Salle County,$12.38,$25.09,$30.23,$38.56,$20.46,$25.04,$28.43,$30.73,$10.23,$13.85,$16.88,$19.36
8931,Texas,Lavaca County,$11.97,$25.72,$31.44,$40.16,$20.49,$25.08,$28.47,$30.57,$10.24,$14.17,$17.49,$20.16
8934,Texas,Lee County,$12.84,$27.49,$34.30,$43.95,$21.65,$25.75,$29.14,$31.07,$10.82,$15.05,$18.92,$22.06
8937,Texas,Leon County,$12.34,$26.19,$32.48,$41.60,$20.70,$24.99,$28.39,$30.32,$10.35,$14.40,$18.01,$20.88
8940,Texas,Liberty County,$14.33,$29.11,$35.75,$46.05,$22.88,$27.55,$30.95,$33.71,$11.44,$15.86,$19.64,$23.11
8943,Texas,Limestone County,$12.06,$25.60,$31.06,$38.81,$20.66,$25.23,$28.62,$30.01,$10.33,$14.11,$17.30,$19.48
8946,Texas,Lipscomb County,$12.34,$25.79,$31.67,$40.39,$20.61,$24.99,$28.39,$30.32,$10.31,$14.20,$17.60,$20.28
8949,Texas,Live Oak County,$12.41,$26.06,$32.21,$41.53,$20.42,$24.99,$28.39,$30.66,$10.21,$14.33,$17.87,$20.85
8952,Texas,Llano County,$12.88,$27.44,$34.26,$43.49,$20.97,$25.71,$29.10,$30.61,$10.48,$15.03,$18.90,$21.83
8955,Texas,Loving County,$12.47,$26.21,$32.34,$41.14,$20.76,$25.17,$28.57,$30.35,$10.38,$14.41,$17.93,$20.65
8958,Texas,Lubbock County,$12.90,$26.59,$32.30,$41.62,$21.54,$25.96,$29.35,$32.06,$10.77,$14.60,$17.92,$20.89
8961,Texas,Lynn County,$12.22,$25.62,$31.34,$40.08,$20.99,$24.99,$28.39,$30.52,$10.50,$14.12,$17.43,$20.12
8964,Texas,Madison County,$13.03,$27.12,$33.40,$42.15,$21.13,$25.92,$29.31,$30.88,$10.56,$14.86,$18.47,$21.16
8967,Texas,Marion County,$12.34,$25.46,$31.00,$39.10,$20.61,$24.99,$28.39,$30.04,$10.31,$14.03,$17.27,$19.63
8970,Texas,Martin County,$12.61,$26.03,$32.16,$41.45,$20.62,$24.99,$28.39,$30.66,$10.31,$14.32,$17.84,$20.81
8973,Texas,Mason County,$13.22,$26.53,$32.05,$40.97,$21.48,$26.10,$29.49,$32.00,$10.74,$14.57,$17.79,$20.56
8976,Texas,Matagorda County,$12.85,$26.73,$33.37,$42.35,$20.87,$25.18,$28.57,$30.01,$10.44,$14.67,$18.45,$21.26
8979,Texas,Maverick County,$12.41,$25.05,$30.18,$37.56,$20.42,$24.99,$28.39,$29.72,$10.21,$13.83,$16.86,$18.86
8982,Texas,McCulloch County,$12.65,$25.83,$31.35,$39.20,$20.73,$25.40,$28.79,$30.23,$10.37,$14.22,$17.44,$19.68
8985,Texas,McLennan County,$13.14,$26.61,$32.07,$40.70,$21.43,$26.24,$29.63,$31.91,$10.71,$14.61,$17.80,$20.43
8988,Texas,McMullen County,$12.47,$26.24,$32.39,$41.22,$20.76,$25.17,$28.57,$30.35,$10.38,$14.42,$17.96,$20.69
8991,Texas,Medina County,$12.45,$27.12,$33.67,$43.00,$20.93,$25.66,$29.06,$30.95,$10.47,$14.87,$18.60,$21.58
8994,Texas,Menard County,$12.34,$25.43,$30.94,$38.69,$20.61,$24.99,$28.39,$29.72,$10.31,$14.02,$17.24,$19.43
8997,Texas,Midland County,$15.99,$30.29,$36.41,$45.82,$24.03,$29.25,$32.64,$35.03,$12.01,$16.45,$19.97,$22.99
9000,Texas,Milam County,$12.34,$25.58,$31.25,$39.90,$20.68,$24.99,$28.39,$30.47,$10.34,$14.10,$17.39,$20.03
9003,Texas,Mills County,$12.34,$25.58,$31.25,$39.16,$20.61,$24.99,$28.39,$29.72,$10.31,$14.10,$17.39,$19.66
9006,Texas,Mitchell County,$12.34,$25.37,$30.83,$38.65,$20.42,$24.99,$28.39,$29.86,$10.21,$13.99,$17.18,$19.41
9009,Texas,Montague County,$12.98,$26.29,$31.80,$39.76,$21.08,$25.86,$29.25,$30.80,$10.54,$14.45,$17.67,$19.96
9012,Texas,Montgomery County,$14.33,$29.11,$35.75,$46.05,$22.88,$27.55,$30.95,$33.71,$11.44,$15.86,$19.64,$23.11
9015,Texas,Moore County,$12.53,$26.05,$31.93,$40.16,$20.75,$25.25,$28.64,$30.09,$10.38,$14.33,$17.73,$20.16
9018,Texas,Morris County,$11.91,$25.32,$30.73,$39.31,$20.42,$24.99,$28.39,$30.66,$10.21,$13.96,$17.13,$19.74
9021,Texas,Motley County,$12.34,$25.62,$31.34,$39.67,$20.61,$24.99,$28.39,$30.11,$10.31,$14.12,$17.43,$19.92
9024,Texas,Nacogdoches County,$12.41,$26.02,$31.45,$39.63,$21.28,$25.68,$29.08,$30.94,$10.64,$14.32,$17.49,$19.89
9027,Texas,Navarro County,$12.79,$27.23,$34.03,$44.06,$20.82,$25.51,$28.91,$31.25,$10.41,$14.92,$18.78,$22.11
9030,Texas,Newton County,$12.29,$25.33,$30.75,$39.01,$20.64,$24.99,$28.39,$30.32,$10.32,$13.97,$17.14,$19.59
9033,Texas,Nolan County,$12.34,$25.37,$30.83,$38.84,$20.42,$24.99,$28.39,$30.04,$10.21,$13.99,$17.18,$19.50
9036,Texas,Nueces County,$13.78,$27.97,$34.12,$43.58,$22.08,$26.90,$30.30,$32.71,$11.04,$15.29,$18.83,$21.87
9039,Texas,Ochiltree County,$12.45,$25.94,$31.82,$40.09,$20.73,$25.14,$28.53,$30.02,$10.37,$14.27,$17.68,$20.13
9042,Texas,Oldham County,$13.30,$27.62,$33.50,$42.07,$21.91,$26.82,$30.21,$32.00,$10.96,$15.11,$18.52,$21.11
9045,Texas,Orange County,$12.97,$26.58,$32.28,$40.78,$21.40,$25.95,$29.34,$31.23,$10.70,$14.59,$17.91,$20.47
9048,Texas,Palo Pinto County,$12.32,$27.09,$33.89,$43.48,$20.80,$25.37,$28.77,$30.67,$10.40,$14.85,$18.71,$21.82
9051,Texas,Panola County,$12.47,$25.64,$31.18,$39.00,$20.56,$25.17,$28.57,$29.94,$10.28,$14.12,$17.36,$19.58
9054,Texas,Parker County,$14.41,$29.73,$36.53,$47.15,$23.12,$28.02,$31.41,$34.34,$11.56,$16.17,$20.03,$23.66
9057,Texas,Parmer County,$12.34,$25.79,$31.67,$40.13,$20.99,$24.99,$28.39,$30.06,$10.50,$14.20,$17.60,$20.15
9060,Texas,Pecos County,$12.99,$26.90,$33.03,$42.34,$21.12,$25.86,$29.26,$31.55,$10.56,$14.76,$18.28,$21.25
9063,Texas,Polk County,$12.25,$25.45,$30.88,$39.15,$20.66,$25.11,$28.51,$30.46,$10.33,$14.03,$17.20,$19.66
9066,Texas,Potter County,$12.79,$26.85,$32.73,$41.82,$21.31,$26.05,$29.45,$31.75,$10.66,$14.73,$18.13,$20.99
9069,Texas,Presidio County,$12.34,$25.42,$30.93,$39.61,$20.61,$24.99,$28.39,$30.66,$10.31,$14.02,$17.23,$19.89
9072,Texas,Rains County,$12.27,$25.46,$31.00,$39.28,$20.77,$24.99,$28.39,$30.22,$10.39,$14.03,$17.27,$19.72
9075,Texas,Randall County,$12.79,$26.85,$32.73,$41.82,$21.31,$26.05,$29.45,$31.75,$10.66,$14.73,$18.13,$20.99
9078,Texas,Reagan County,$12.71,$25.91,$31.43,$39.30,$20.95,$25.48,$28.88,$30.33,$10.47,$14.26,$17.48,$19.73
9081,Texas,Real County,$12.79,$25.66,$30.79,$38.80,$21.10,$25.60,$29.00,$30.97,$10.55,$14.13,$17.16,$19.48
9084,Texas,Red River County,$12.34,$25.32,$30.73,$38.37,$20.42,$24.99,$28.39,$29.72,$10.21,$13.96,$17.13,$19.27
9087,Texas,Reeves County,$12.49,$26.23,$32.36,$41.54,$21.17,$25.19,$28.59,$30.75,$10.59,$14.42,$17.94,$20.85
9090,Texas,Refugio County,$12.43,$26.18,$32.33,$40.78,$21.10,$25.11,$28.51,$29.91,$10.55,$14.39,$17.93,$20.47
9093,Texas,Roberts County,$12.47,$25.97,$31.86,$40.42,$20.76,$25.17,$28.57,$30.35,$10.38,$14.29,$17.69,$20.29
9096,Texas,Robertson County,$13.36,$27.70,$33.98,$44.10,$22.09,$26.49,$29.89,$32.83,$11.05,$15.15,$18.76,$22.13
9099,Texas,Rockwall County,$15.21,$30.73,$37.53,$48.15,$24.12,$29.01,$32.41,$35.33,$12.06,$16.67,$20.53,$24.15
9102,Texas,Runnels County,$12.34,$25.37,$30.83,$38.52,$20.42,$24.99,$28.39,$29.72,$10.21,$13.99,$17.18,$19.34
9105,Texas,Rusk County,$12.56,$26.15,$31.70,$39.91,$20.95,$25.69,$29.08,$30.85,$10.48,$14.38,$17.62,$20.04
9108,Texas,Sabine County,$12.34,$25.33,$30.75,$39.35,$20.99,$24.99,$28.39,$30.66,$10.50,$13.97,$17.14,$19.76
9111,Texas,San Augustine County,$12.41,$25.42,$30.84,$38.52,$20.50,$25.08,$28.47,$29.83,$10.25,$14.01,$17.19,$19.34
9114,Texas,San Jacinto County,$12.34,$25.33,$30.75,$38.91,$20.61,$24.99,$28.39,$30.22,$10.31,$13.97,$17.14,$19.54
9117,Texas,San Patricio County,$13.78,$27.97,$34.12,$43.58,$22.08,$26.90,$30.30,$32.71,$11.04,$15.29,$18.83,$21.87
9120,Texas,San Saba County,$12.34,$25.58,$31.25,$39.74,$20.42,$24.99,$28.39,$30.31,$10.21,$14.10,$17.39,$19.95
9123,Texas,Schleicher County,$12.47,$25.61,$31.12,$39.32,$20.76,$25.17,$28.57,$30.35,$10.38,$14.11,$17.33,$19.74
9126,Texas,Scurry County,$12.95,$26.19,$31.64,$40.08,$21.33,$25.81,$29.20,$31.28,$10.66,$14.40,$17.59,$20.12
9129,Texas,Shackelford County,$12.34,$25.37,$30.83,$39.46,$20.61,$24.99,$28.39,$30.66,$10.31,$13.99,$17.18,$19.81
9132,Texas,Shelby County,$12.34,$25.33,$30.75,$38.67,$20.42,$24.99,$28.39,$29.98,$10.21,$13.97,$17.14,$19.41
9135,Texas,Sherman County,$12.34,$25.79,$31.67,$40.42,$20.99,$24.99,$28.39,$30.35,$10.50,$14.20,$17.60,$20.29
9138,Texas,Smith County,$13.90,$26.86,$32.40,$40.69,$21.92,$26.39,$29.79,$31.63,$10.96,$14.73,$17.97,$20.43
9141,Texas,Somervell County,$13.06,$27.81,$34.61,$45.00,$21.69,$26.10,$29.49,$32.19,$10.84,$15.21,$19.07,$22.58
9144,Texas,Starr County,$12.34,$25.46,$31.01,$38.81,$20.56,$24.99,$28.39,$29.74,$10.28,$14.03,$17.27,$19.48
9147,Texas,Stephens County,$12.34,$25.37,$30.83,$39.46,$20.52,$24.99,$28.39,$30.66,$10.26,$13.99,$17.18,$19.81
9150,Texas,Sterling County,$12.47,$25.61,$31.12,$39.32,$20.76,$25.17,$28.57,$30.35,$10.38,$14.11,$17.33,$19.74
9153,Texas,Stonewall County,$12.47,$25.55,$31.01,$39.15,$20.76,$25.17,$28.57,$30.35,$10.38,$14.08,$17.27,$19.66
9156,Texas,Sutton County,$12.34,$25.43,$30.94,$39.08,$20.99,$24.99,$28.39,$30.11,$10.50,$14.02,$17.24,$19.62
9159,Texas,Swisher County,$12.34,$25.79,$31.67,$40.28,$20.42,$24.99,$28.39,$30.21,$10.21,$14.20,$17.60,$20.22
9162,Texas,Tarrant County,$14.41,$29.89,$36.85,$47.64,$23.12,$28.02,$31.41,$34.34,$11.56,$16.25,$20.19,$23.90
9165,Texas,Taylor County,$13.02,$26.37,$31.83,$40.16,$21.18,$25.99,$29.38,$31.36,$10.59,$14.49,$17.68,$20.16
9168,Texas,Terrell County,$12.84,$26.71,$32.83,$41.81,$21.15,$25.67,$29.06,$31.02,$10.58,$14.66,$18.18,$20.98
9171,Texas,Terry County,$12.34,$25.62,$31.34,$39.78,$20.42,$24.99,$28.39,$30.22,$10.21,$14.12,$17.43,$19.97
9174,Texas,Throckmorton County,$12.34,$25.37,$30.83,$39.46,$20.61,$24.99,$28.39,$30.66,$10.31,$13.99,$17.18,$19.81
9177,Texas,Titus County,$12.61,$25.32,$30.73,$38.73,$20.75,$24.99,$28.39,$30.08,$10.38,$13.96,$17.13,$19.45
9180,Texas,Tom Green County,$13.00,$27.09,$32.61,$41.34,$21.75,$26.66,$30.06,$32.36,$10.88,$14.85,$18.07,$20.75
9183,Texas,Travis County,$15.42,$31.54,$38.87,$49.98,$24.39,$29.30,$32.69,$35.58,$12.20,$17.08,$21.20,$25.07
9186,Texas,Trinity County,$12.80,$25.95,$31.37,$39.18,$20.89,$25.61,$29.00,$30.49,$10.45,$14.28,$17.45,$19.67
9189,Texas,Tyler County,$12.34,$25.33,$30.75,$38.48,$20.99,$24.99,$28.39,$29.79,$10.50,$13.97,$17.14,$19.32
9192,Texas,Upshur County,$12.92,$26.82,$32.37,$41.05,$22.02,$26.36,$29.75,$31.99,$11.01,$14.72,$17.95,$20.61
9195,Texas,Upton County,$12.34,$26.03,$32.16,$41.41,$20.99,$24.99,$28.39,$30.62,$10.50,$14.32,$17.84,$20.79
9198,Texas,Uvalde County,$12.88,$25.05,$30.18,$37.56,$20.99,$24.99,$28.39,$29.72,$10.50,$13.83,$16.86,$18.86
9201,Texas,Val Verde County,$12.34,$25.05,$30.18,$38.05,$20.42,$24.99,$28.39,$30.22,$10.21,$13.83,$16.86,$19.11
9204,Texas,Van Zandt County,$12.60,$25.80,$31.35,$39.88,$20.69,$25.34,$28.73,$30.82,$10.35,$14.21,$17.44,$20.02
9207,Texas,Victoria County,$13.53,$27.56,$33.29,$42.04,$22.25,$26.92,$30.32,$32.44,$11.13,$15.09,$18.41,$21.10
9210,Texas,Walker County,$12.71,$27.78,$34.42,$43.59,$21.78,$26.23,$29.62,$31.26,$10.89,$15.20,$18.98,$21.88
9213,Texas,Waller County,$14.33,$29.11,$35.75,$46.05,$22.88,$27.55,$30.95,$33.71,$11.44,$15.86,$19.64,$23.11
9216,Texas,Ward County,$12.46,$26.19,$32.31,$41.02,$20.59,$25.15,$28.54,$30.23,$10.30,$14.40,$17.92,$20.59
9219,Texas,Washington County,$13.47,$27.18,$33.46,$42.23,$21.86,$25.98,$29.37,$30.95,$10.93,$14.90,$18.50,$21.19
9222,Texas,Webb County,$13.37,$26.54,$32.18,$40.68,$21.39,$25.98,$29.38,$31.35,$10.70,$14.58,$17.86,$20.42
9225,Texas,Wharton County,$12.90,$26.57,$33.21,$42.35,$20.91,$25.01,$28.41,$30.01,$10.45,$14.59,$18.37,$21.26
9228,Texas,Wheeler County,$12.34,$25.79,$31.67,$39.79,$20.99,$24.99,$28.39,$29.72,$10.50,$14.20,$17.60,$19.98
9231,Texas,Wichita County,$12.31,$25.89,$31.40,$39.95,$20.84,$25.46,$28.86,$30.99,$10.42,$14.25,$17.47,$20.05
9234,Texas,Wilbarger County,$12.34,$25.42,$30.93,$39.46,$20.99,$24.99,$28.39,$30.51,$10.50,$14.02,$17.23,$19.81
9237,Texas,Willacy County,$12.41,$25.46,$31.01,$39.19,$20.43,$24.99,$28.39,$30.12,$10.21,$14.03,$17.27,$19.68
9240,Texas,Williamson County,$15.42,$31.03,$37.85,$48.45,$24.39,$29.30,$32.69,$35.58,$12.20,$16.82,$20.69,$24.31
9243,Texas,Wilson County,$13.50,$28.71,$35.26,$45.01,$22.49,$27.25,$30.65,$32.95,$11.25,$15.66,$19.40,$22.59
9246,Texas,Winkler County,$12.34,$26.03,$32.16,$41.45,$20.61,$24.99,$28.39,$30.66,$10.31,$14.32,$17.84,$20.81
9249,Texas,Wise County,$14.84,$29.01,$35.80,$45.40,$23.02,$27.29,$30.69,$32.59,$11.51,$15.81,$19.67,$22.78
9252,Texas,Wood County,$12.55,$25.74,$31.28,$39.56,$20.67,$25.27,$28.67,$30.50,$10.34,$14.17,$17.41,$19.86
9255,Texas,Yoakum County,$12.34,$25.62,$31.34,$39.28,$20.99,$24.99,$28.39,$29.72,$10.50,$14.12,$17.43,$19.72
9258,Texas,Young County,$12.34,$25.42,$30.93,$39.12,$20.42,$24.99,$28.39,$30.17,$10.21,$14.02,$17.23,$19.64
9261,Texas,Zapata County,$12.34,$25.55,$31.19,$40.00,$20.99,$24.99,$28.39,$30.66,$10.50,$14.08,$17.36,$20.08
9264,Texas,Zavala County,$12.34,$25.05,$30.18,$37.56,$20.99,$24.99,$28.39,$29.72,$10.50,$13.83,$16.86,$18.86
9267,Texas,"Abilene, TX",$13.02,$26.37,$31.83,$40.16,$21.18,$25.99,$29.38,$31.36,$10.51,$14.49,$17.68,$20.16
9270,Texas,"Amarillo, TX",$12.79,$26.86,$32.74,$41.82,$21.32,$26.06,$29.45,$31.75,$10.39,$14.73,$18.14,$20.99
9273,Texas,"Austin-Round Rock, TX",$15.42,$31.33,$38.44,$49.34,$24.39,$29.30,$32.69,$35.58,$11.71,$16.97,$20.99,$24.75
9276,Texas,"Beaumont-Port Arthur, TX",$13.09,$26.85,$32.66,$41.32,$21.54,$26.12,$29.51,$31.46,$10.54,$14.73,$18.10,$20.74
9279,Texas,"Brownsville-Harlingen, TX",$12.76,$25.66,$31.09,$39.27,$20.78,$25.30,$28.69,$30.53,$10.38,$14.13,$17.31,$19.72
9282,Texas,"College Station-Bryan, TX",$13.36,$27.70,$33.98,$44.10,$22.09,$26.49,$29.89,$32.83,$10.68,$15.15,$18.76,$22.13
9285,Texas,"Corpus Christi, TX",$14.02,$28.50,$34.86,$44.68,$22.36,$27.22,$30.62,$33.18,$11.01,$15.56,$19.20,$22.42
9288,Texas,"Dallas-Fort Worth-Arlington, TX",$15.00,$30.51,$37.35,$48.03,$23.84,$28.74,$32.14,$35.07,$11.50,$16.56,$20.44,$24.10
9291,Texas,"El Paso, TX",$12.40,$26.18,$31.69,$40.57,$21.33,$25.75,$29.14,$31.61,$10.20,$14.39,$17.61,$20.36
9294,Texas,"Houston-The Woodlands-Sugar Land, TX",$14.29,$29.09,$35.73,$46.02,$22.88,$27.54,$30.93,$33.69,$11.14,$15.85,$19.63,$23.09
9297,Texas,"Killeen-Temple, TX",$12.85,$26.05,$31.72,$40.77,$20.88,$25.46,$28.86,$31.34,$10.42,$14.33,$17.63,$20.47
9300,Texas,"Laredo, TX",$13.37,$26.54,$32.18,$40.68,$21.39,$25.98,$29.38,$31.35,$10.68,$14.58,$17.86,$20.42
9303,Texas,"Longview, TX",$11.89,$24.54,$29.37,$36.75,$20.60,$24.79,$28.19,$29.85,$9.94,$13.57,$16.45,$18.46
9306,Texas,"Lubbock, TX",$12.89,$26.57,$32.28,$41.59,$21.53,$25.94,$29.33,$32.03,$10.44,$14.59,$17.91,$20.88
9309,Texas,"McAllen-Edinburg-Mission, TX",$12.63,$25.65,$31.20,$39.23,$20.66,$25.19,$28.58,$30.16,$10.32,$14.13,$17.37,$19.70
9312,Texas,"Midland, TX",$15.88,$30.15,$36.27,$45.67,$23.92,$29.11,$32.50,$34.88,$11.94,$16.38,$19.90,$22.92
9315,Texas,"Odessa, TX",$14.03,$29.05,$35.17,$44.27,$22.83,$28.01,$31.40,$33.48,$11.01,$15.83,$19.35,$22.22
9318,Texas,"San Angelo, TX",$12.95,$27.00,$32.48,$41.15,$21.70,$26.60,$29.99,$32.28,$10.47,$14.80,$18.01,$20.66
9321,Texas,"San Antonio-New Braunfels, TX",$13.47,$28.67,$35.22,$44.94,$22.46,$27.21,$30.61,$32.89,$10.73,$15.64,$19.38,$22.55
9324,Texas,"Sherman-Denison, TX",$13.02,$27.25,$33.25,$42.46,$21.75,$26.34,$29.73,$32.06,$10.51,$14.93,$18.39,$21.31
9327,Texas,"Texarkana, TX",$12.81,$25.72,$31.09,$38.92,$20.89,$25.42,$28.82,$30.38,$10.40,$14.16,$17.31,$19.54
9330,Texas,"Tyler, TX",$13.90,$26.86,$32.40,$40.69,$21.92,$26.39,$29.79,$31.63,$10.95,$14.73,$17.97,$20.43
9333,Texas,"Victoria, TX",$13.53,$27.56,$33.29,$42.04,$22.25,$26.92,$30.32,$32.44,$10.76,$15.09,$18.41,$21.10
9336,Texas,"Waco, TX",$13.09,$26.53,$31.99,$40.57,$21.36,$26.16,$29.55,$31.78,$10.54,$14.57,$17.76,$20.37
9339,Texas,"Wichita Falls, TX",$12.31,$25.89,$31.40,$39.95,$20.84,$25.46,$28.86,$30.99,$10.15,$14.25,$17.47,$20.05
9342,Utah,Beaver County,$13.07,$26.96,$33.65,$43.19,$21.99,$26.09,$29.86,$32.04,$11.00,$14.98,$18.80,$21.82
9345,Utah,Box Elder County,$13.24,$27.52,$34.20,$44.06,$22.32,$26.68,$30.45,$32.96,$11.16,$15.26,$19.07,$22.25
9348,Utah,Cache County,$12.81,$27.05,$33.83,$43.96,$22.06,$26.11,$29.88,$32.56,$11.03,$15.03,$18.89,$22.20
9351,Utah,Carbon County,$13.04,$27.06,$33.86,$43.84,$21.98,$26.09,$29.86,$32.37,$10.99,$15.03,$18.90,$22.14
9354,Utah,Daggett County,$13.42,$29.09,$37.41,$48.73,$22.38,$26.59,$30.36,$32.68,$11.19,$16.05,$20.68,$24.59
9357,Utah,Davis County,$14.28,$29.34,$36.21,$47.14,$23.73,$28.30,$32.07,$35.45,$11.86,$16.17,$20.08,$23.79
9360,Utah,Duchesne County,$13.66,$27.58,$34.05,$43.73,$22.75,$26.93,$30.70,$33.24,$11.37,$15.29,$19.00,$22.09
9363,Utah,Emery County,$13.07,$27.36,$34.46,$43.91,$22.48,$26.09,$29.86,$31.55,$11.24,$15.18,$19.20,$22.18
9366,Utah,Garfield County,$13.07,$26.63,$33.00,$42.73,$21.99,$26.09,$29.86,$32.54,$11.00,$14.82,$18.47,$21.58
9369,Utah,Grand County,$13.43,$27.84,$34.90,$45.55,$22.40,$26.61,$30.37,$33.28,$11.20,$15.42,$19.42,$23.00
9372,Utah,Iron County,$12.80,$27.22,$34.18,$44.50,$22.41,$26.09,$29.86,$32.54,$11.21,$15.11,$19.06,$22.47
9375,Utah,Juab County,$14.63,$28.51,$35.25,$46.02,$23.81,$27.60,$31.37,$34.72,$11.91,$15.76,$19.60,$23.23
9378,Utah,Kane County,$13.42,$26.86,$32.95,$42.04,$22.38,$26.59,$30.36,$32.68,$11.19,$14.93,$18.45,$21.24
9381,Utah,Millard County,$13.07,$27.18,$34.10,$43.72,$22.16,$26.09,$29.86,$31.89,$11.08,$15.09,$19.02,$22.08
9384,Utah,Morgan County,$14.28,$30.02,$37.58,$49.18,$23.73,$28.30,$32.07,$35.45,$11.86,$16.51,$20.76,$24.81
9387,Utah,Piute County,$13.07,$25.76,$31.26,$40.11,$21.99,$26.09,$29.86,$32.54,$11.00,$14.38,$17.60,$20.28
9390,Utah,Rich County,$13.42,$26.97,$33.17,$42.37,$22.38,$26.59,$30.36,$32.68,$11.19,$14.98,$18.56,$21.40
9393,Utah,Salt Lake County,$15.11,$30.69,$37.82,$49.43,$24.88,$29.38,$33.15,$36.95,$12.44,$16.85,$20.88,$24.94
9396,Utah,San Juan County,$13.07,$27.57,$34.88,$44.64,$22.48,$26.09,$29.86,$31.65,$11.24,$15.29,$19.41,$22.54
9399,Utah,Sanpete County,$13.16,$27.34,$34.28,$43.61,$21.98,$26.22,$29.99,$31.70,$10.99,$15.17,$19.11,$22.02
9402,Utah,Sevier County,$13.07,$27.16,$34.05,$43.99,$22.14,$26.09,$29.86,$32.24,$11.07,$15.08,$19.00,$22.22
9405,Utah,Summit County,$15.31,$32.10,$40.07,$51.36,$25.00,$29.95,$33.72,$36.35,$12.50,$17.55,$22.01,$25.90
9408,Utah,Tooele County,$14.35,$28.98,$36.00,$47.12,$23.66,$27.79,$31.56,$34.98,$11.83,$15.99,$19.97,$23.78
