,State,County,Min_Wage
6326,New York,Wyoming County,$11.80
6329,New York,Yates County,$11.80
6332,New York,"Albany-Schenectady-Troy, NY",$11.80
6335,New York,"Binghamton, NY",$11.80
6338,New York,"Buffalo-Cheektowaga-Niagara Falls, NY",$11.80
6341,New York,"Elmira, NY",$11.80
6344,New York,"Glens Falls, NY",$11.80
6347,New York,"Ithaca, NY",$11.80
6350,New York,"Kingston, NY",$11.80
6353,New York,"New York-Newark-Jersey City, NY",$11.80
6356,New York,"Rochester, NY",$11.80
6359,New York,"Syracuse, NY",$11.80
6362,New York,"Utica-Rome, NY",$11.80
6365,New York,"Watertown-Fort Drum, NY",$11.80
6368,North Carolina,Alamance County,$7.25
6371,North Carolina,Alexander County,$7.25
6374,North Carolina,Alleghany County,$7.25
6377,North Carolina,Anson County,$7.25
6380,North Carolina,Ashe County,$7.25
6383,North Carolina,Avery County,$7.25
6386,North Carolina,Beaufort County,$7.25
6389,North Carolina,Bertie County,$7.25
6392,North Carolina,Bladen County,$7.25
6395,North Carolina,Brunswick County,$7.25
6398,North Carolina,Buncombe County,$7.25
6401,North Carolina,Burke County,$7.25
6404,North Carolina,Cabarrus County,$7.25
6407,North Carolina,Caldwell County,$7.25
6410,North Carolina,Camden County,$7.25
6413,North Carolina,Carteret County,$7.25
6416,North Carolina,Caswell County,$7.25
6419,North Carolina,Catawba County,$7.25
6422,North Carolina,Chatham County,$7.25
6425,North Carolina,Cherokee County,$7.25
6428,North Carolina,Chowan County,$7.25
6431,North Carolina,Clay County,$7.25
6434,North Carolina,Cleveland County,$7.25
6437,North Carolina,Columbus County,$7.25
6440,North Carolina,Craven County,$7.25
6443,North Carolina,Cumberland County,$7.25
6446,North Carolina,Currituck County,$7.25
6449,North Carolina,Dare County,$7.25
6452,North Carolina,Davidson County,$7.25
6455,North Carolina,Davie County,$7.25
6458,North Carolina,Duplin County,$7.25
6461,North Carolina,Durham County,$7.25
6464,North Carolina,Edgecombe County,$7.25
6467,North Carolina,Forsyth County,$7.25
6470,North Carolina,Franklin County,$7.25
6473,North Carolina,Gaston County,$7.25
6476,North Carolina,Gates County,$7.25
6479,North Carolina,Graham County,$7.25
6482,North Carolina,Granville County,$7.25
6485,North Carolina,Greene County,$7.25
6488,North Carolina,Guilford County,$7.25
6491,North Carolina,Halifax County,$7.25
6494,North Carolina,Harnett County,$7.25
6497,North Carolina,Haywood County,$7.25
6500,North Carolina,Henderson County,$7.25
6503,North Carolina,Hertford County,$7.25
6506,North Carolina,Hoke County,$7.25
6509,North Carolina,Hyde County,$7.25
6512,North Carolina,Iredell County,$7.25
6515,North Carolina,Jackson County,$7.25
6518,North Carolina,Johnston County,$7.25
6521,North Carolina,Jones County,$7.25
6524,North Carolina,Lee County,$7.25
6527,North Carolina,Lenoir County,$7.25
6530,North Carolina,Lincoln County,$7.25
6533,North Carolina,Macon County,$7.25
6536,North Carolina,Madison County,$7.25
6539,North Carolina,Martin County,$7.25
6542,North Carolina,McDowell County,$7.25
6545,North Carolina,Mecklenburg County,$7.25
6548,North Carolina,Mitchell County,$7.25
6551,North Carolina,Montgomery County,$7.25
6554,North Carolina,Moore County,$7.25
6557,North Carolina,Nash County,$7.25
6560,North Carolina,New Hanover County,$7.25
6563,North Carolina,Northampton County,$7.25
6566,North Carolina,Onslow County,$7.25
6569,North Carolina,Orange County,$7.25
6572,North Carolina,Pamlico County,$7.25
6575,North Carolina,Pasquotank County,$7.25
6578,North Carolina,Pender County,$7.25
6581,North Carolina,Perquimans County,$7.25
6584,North Carolina,Person County,$7.25
6587,North Carolina,Pitt County,$7.25
6590,North Carolina,Polk County,$7.25
6593,North Carolina,Randolph County,$7.25
6596,North Carolina,Richmond County,$7.25
6599,North Carolina,Robeson County,$7.25
6602,North Carolina,Rockingham County,$7.25
6605,North Carolina,Rowan County,$7.25
6608,North Carolina,Rutherford County,$7.25
6611,North Carolina,Sampson County,$7.25
6614,North Carolina,Scotland County,$7.25
6617,North Carolina,Stanly County,$7.25
6620,North Carolina,Stokes County,$7.25
6623,North Carolina,Surry County,$7.25
6626,North Carolina,Swain County,$7.25
6629,North Carolina,Transylvania County,$7.25
6632,North Carolina,Tyrrell County,$7.25
6635,North Carolina,Union County,$7.25
6638,North Carolina,Vance County,$7.25
6641,North Carolina,Wake County,$7.25
6644,North Carolina,Warren County,$7.25
6647,North Carolina,Washington County,$7.25
6650,North Carolina,Watauga County,$7.25
6653,North Carolina,Wayne County,$7.25
6656,North Carolina,Wilkes County,$7.25
6659,North Carolina,Wilson County,$7.25
6662,North Carolina,Yadkin County,$7.25
6665,North Carolina,Yancey County,$7.25
6668,North Carolina,"Asheville, NC",$7.25
6671,North Carolina,"Burlington, NC",$7.25
6674,North Carolina,"Charlotte-Concord-Gastonia, NC",$7.25
6677,North Carolina,"Durham-Chapel Hill, NC",$7.25
6680,North Carolina,"Fayetteville, NC",$7.25
6683,North Carolina,"Goldsboro, NC",$7.25
6686,North Carolina,"Greensboro-High Point, NC",$7.25
6689,North Carolina,"Greenville, NC",$7.25
6692,North Carolina,"Hickory-Lenoir-Morganton, NC",$7.25
6695,North Carolina,"Jacksonville, NC",$7.25
6698,North Carolina,"New Bern, NC",$7.25
6701,North Carolina,"Raleigh, NC",$7.25
6704,North Carolina,"Rocky Mount, NC",$7.25
6707,North Carolina,"Wilmington, NC",$7.25
6710,North Carolina,"Winston-Salem, NC",$7.25
6713,North Dakota,Adams County,$7.25
6716,North Dakota,Barnes County,$7.25
6719,North Dakota,Benson County,$7.25
6722,North Dakota,Billings County,$7.25
6725,North Dakota,Bottineau County,$7.25
6728,North Dakota,Bowman County,$7.25
6731,North Dakota,Burke County,$7.25
6734,North Dakota,Burleigh County,$7.25
6737,North Dakota,Cass County,$7.25
6740,North Dakota,Cavalier County,$7.25
6743,North Dakota,Dickey County,$7.25
6746,North Dakota,Divide County,$7.25
6749,North Dakota,Dunn County,$7.25
6752,North Dakota,Eddy County,$7.25
6755,North Dakota,Emmons County,$7.25
6758,North Dakota,Foster County,$7.25
6761,North Dakota,Golden Valley County,$7.25
6764,North Dakota,Grand Forks County,$7.25
6767,North Dakota,Grant County,$7.25
6770,North Dakota,Griggs County,$7.25
6773,North Dakota,Hettinger County,$7.25
6776,North Dakota,Kidder County,$7.25
6779,North Dakota,LaMoure County,$7.25
6782,North Dakota,Logan County,$7.25
6785,North Dakota,McHenry County,$7.25
6788,North Dakota,McIntosh County,$7.25
6791,North Dakota,McKenzie County,$7.25
6794,North Dakota,McLean County,$7.25
6797,North Dakota,Mercer County,$7.25
6800,North Dakota,Morton County,$7.25
6803,North Dakota,Mountrail County,$7.25
6806,North Dakota,Nelson County,$7.25
6809,North Dakota,Oliver County,$7.25
6812,North Dakota,Pembina County,$7.25
6815,North Dakota,Pierce County,$7.25
6818,North Dakota,Ramsey County,$7.25
6821,North Dakota,Ransom County,$7.25
6824,North Dakota,Renville County,$7.25
6827,North Dakota,Richland County,$7.25
6830,North Dakota,Rolette County,$7.25
6833,North Dakota,Sargent County,$7.25
6836,North Dakota,Sheridan County,$7.25
6839,North Dakota,Sioux County,$7.25
6842,North Dakota,Slope County,$7.25
6845,North Dakota,Stark County,$7.25
6848,North Dakota,Steele County,$7.25
6851,North Dakota,Stutsman County,$7.25
6854,North Dakota,Towner County,$7.25
6857,North Dakota,Traill County,$7.25
6860,North Dakota,Walsh County,$7.25
6863,North Dakota,Ward County,$7.25
6866,North Dakota,Wells County,$7.25
6869,North Dakota,Williams County,$7.25
6872,North Dakota,"Bismarck, ND",$7.25
6875,North Dakota,"Fargo, ND",$7.25
6878,North Dakota,"Grand Forks, ND",$7.25
6881,Ohio,Adams County,$8.70
6884,Ohio,Allen County,$8.70
6887,Ohio,Ashland County,$8.70
6890,Ohio,Ashtabula County,$8.70
6893,Ohio,Athens County,$8.70
6896,Ohio,Auglaize County,$8.70
6899,Ohio,Belmont County,$8.70
6902,Ohio,Brown County,$8.70
6905,Ohio,Butler County,$8.70
6908,Ohio,Carroll County,$8.70
6911,Ohio,Champaign County,$8.70
6914,Ohio,Clark County,$8.70
6917,Ohio,Clermont County,$8.70
6920,Ohio,Clinton County,$8.70
6923,Ohio,Columbiana County,$8.70
6926,Ohio,Coshocton County,$8.70
6929,Ohio,Crawford County,$8.70
6932,Ohio,Cuyahoga County,$8.70
6935,Ohio,Darke County,$8.70
6938,Ohio,Defiance County,$8.70
6941,Ohio,Delaware County,$8.70
6944,Ohio,Erie County,$8.70
6947,Ohio,Fairfield County,$8.70
6950,Ohio,Fayette County,$8.70
6953,Ohio,Franklin County,$8.70
6956,Ohio,Fulton County,$8.70
6959,Ohio,Gallia County,$8.70
6962,Ohio,Geauga County,$8.70
6965,Ohio,Greene County,$8.70
6968,Ohio,Guernsey County,$8.70
6971,Ohio,Hamilton County,$8.70
6974,Ohio,Hancock County,$8.70
6977,Ohio,Hardin County,$8.70
6980,Ohio,Harrison County,$8.70
6983,Ohio,Henry County,$8.70
6986,Ohio,Highland County,$8.70
6989,Ohio,Hocking County,$8.70
6992,Ohio,Holmes County,$8.70
6995,Ohio,Huron County,$8.70
6998,Ohio,Jackson County,$8.70
7001,Ohio,Jefferson County,$8.70
7004,Ohio,Knox County,$8.70
7007,Ohio,Lake County,$8.70
7010,Ohio,Lawrence County,$8.70
7013,Ohio,Licking County,$8.70
7016,Ohio,Logan County,$8.70
7019,Ohio,Lorain County,$8.70
7022,Ohio,Lucas County,$8.70
7025,Ohio,Madison County,$8.70
7028,Ohio,Mahoning County,$8.70
7031,Ohio,Marion County,$8.70
7034,Ohio,Medina County,$8.70
7037,Ohio,Meigs County,$8.70
7040,Ohio,Mercer County,$8.70
7043,Ohio,Miami County,$8.70
7046,Ohio,Monroe County,$8.70
7049,Ohio,Montgomery County,$8.70
7052,Ohio,Morgan County,$8.70
7055,Ohio,Morrow County,$8.70
7058,Ohio,Muskingum County,$8.70
7061,Ohio,Noble County,$8.70
7064,Ohio,Ottawa County,$8.70
7067,Ohio,Paulding County,$8.70
7070,Ohio,Perry County,$8.70
7073,Ohio,Pickaway County,$8.70
7076,Ohio,Pike County,$8.70
7079,Ohio,Portage County,$8.70
7082,Ohio,Preble County,$8.70
7085,Ohio,Putnam County,$8.70
7088,Ohio,Richland County,$8.70
7091,Ohio,Ross County,$8.70
7094,Ohio,Sandusky County,$8.70
7097,Ohio,Scioto County,$8.70
7100,Ohio,Seneca County,$8.70
7103,Ohio,Shelby County,$8.70
7106,Ohio,Stark County,$8.70
7109,Ohio,Summit County,$8.70
7112,Ohio,Trumbull County,$8.70
7115,Ohio,Tuscarawas County,$8.70
7118,Ohio,Union County,$8.70
7121,Ohio,Van Wert County,$8.70
7124,Ohio,Vinton County,$8.70
7127,Ohio,Warren County,$8.70
7130,Ohio,Washington County,$8.70
7133,Ohio,Wayne County,$8.70
7136,Ohio,Williams County,$8.70
7139,Ohio,Wood County,$8.70
7142,Ohio,Wyandot County,$8.70
7145,Ohio,"Akron, OH",$8.70
7148,Ohio,"Canton-Massillon, OH",$8.70
7151,Ohio,"Cincinnati, OH",$8.70
7154,Ohio,"Cleveland-Elyria, OH",$8.70
7157,Ohio,"Columbus, OH",$8.70
7160,Ohio,"Dayton, OH",$8.70
7163,Ohio,"Lima, OH",$8.70
7166,Ohio,"Mansfield, OH",$8.70
7169,Ohio,"Springfield, OH",$8.70
7172,Ohio,"Toledo, OH",$8.70
7175,Ohio,"Youngstown-Warren-Boardman, OH",$8.70
7178,Oklahoma,Adair County,$7.25
7181,Oklahoma,Alfalfa County,$7.25
7184,Oklahoma,Atoka County,$7.25
7187,Oklahoma,Beaver County,$7.25
7190,Oklahoma,Beckham County,$7.25
7193,Oklahoma,Blaine County,$7.25
7196,Oklahoma,Bryan County,$7.25
7199,Oklahoma,Caddo County,$7.25
7202,Oklahoma,Canadian County,$7.25
7205,Oklahoma,Carter County,$7.25
7208,Oklahoma,Cherokee County,$7.25
7211,Oklahoma,Choctaw County,$7.25
7214,Oklahoma,Cimarron County,$7.25
7217,Oklahoma,Cleveland County,$7.25
7220,Oklahoma,Coal County,$7.25
7223,Oklahoma,Comanche County,$7.25
7226,Oklahoma,Cotton County,$7.25
7229,Oklahoma,Craig County,$7.25
7232,Oklahoma,Creek County,$7.25
7235,Oklahoma,Custer County,$7.25
7238,Oklahoma,Delaware County,$7.25
7241,Oklahoma,Dewey County,$7.25
7244,Oklahoma,Ellis County,$7.25
7247,Oklahoma,Garfield County,$7.25
7250,Oklahoma,Garvin County,$7.25
7253,Oklahoma,Grady County,$7.25
7256,Oklahoma,Grant County,$7.25
7259,Oklahoma,Greer County,$7.25
7262,Oklahoma,Harmon County,$7.25
7265,Oklahoma,Harper County,$7.25
7268,Oklahoma,Haskell County,$7.25
7271,Oklahoma,Hughes County,$7.25
7274,Oklahoma,Jackson County,$7.25
7277,Oklahoma,Jefferson County,$7.25
7280,Oklahoma,Johnston County,$7.25
7283,Oklahoma,Kay County,$7.25
7286,Oklahoma,Kingfisher County,$7.25
7289,Oklahoma,Kiowa County,$7.25
7292,Oklahoma,Latimer County,$7.25
7295,Oklahoma,Le Flore County,$7.25
7298,Oklahoma,Lincoln County,$7.25
7301,Oklahoma,Logan County,$7.25
7304,Oklahoma,Love County,$7.25
7307,Oklahoma,Major County,$7.25
7310,Oklahoma,Marshall County,$7.25
7313,Oklahoma,Mayes County,$7.25
7316,Oklahoma,McClain County,$7.25
7319,Oklahoma,McCurtain County,$7.25
7322,Oklahoma,McIntosh County,$7.25
7325,Oklahoma,Murray County,$7.25
7328,Oklahoma,Muskogee County,$7.25
7331,Oklahoma,Noble County,$7.25
7334,Oklahoma,Nowata County,$7.25
7337,Oklahoma,Okfuskee County,$7.25
7340,Oklahoma,Oklahoma County,$7.25
7343,Oklahoma,Okmulgee County,$7.25
7346,Oklahoma,Osage County,$7.25
7349,Oklahoma,Ottawa County,$7.25
7352,Oklahoma,Pawnee County,$7.25
7355,Oklahoma,Payne County,$7.25
7358,Oklahoma,Pittsburg County,$7.25
7361,Oklahoma,Pontotoc County,$7.25
7364,Oklahoma,Pottawatomie County,$7.25
7367,Oklahoma,Pushmataha County,$7.25
7370,Oklahoma,Roger Mills County,$7.25
7373,Oklahoma,Rogers County,$7.25
7376,Oklahoma,Seminole County,$7.25
7379,Oklahoma,Sequoyah County,$7.25
7382,Oklahoma,Stephens County,$7.25
7385,Oklahoma,Texas County,$7.25
7388,Oklahoma,Tillman County,$7.25
7391,Oklahoma,Tulsa County,$7.25
7394,Oklahoma,Wagoner County,$7.25
7397,Oklahoma,Washington County,$7.25
7400,Oklahoma,Washita County,$7.25
7403,Oklahoma,Woods County,$7.25
7406,Oklahoma,Woodward County,$7.25
7409,Oklahoma,"Enid, OK",$7.25
7412,Oklahoma,"Lawton, OK",$7.25
7415,Oklahoma,"Oklahoma City, OK",$7.25
7418,Oklahoma,"Tulsa, OK",$7.25
7421,Oregon,Baker County,$12.00
7424,Oregon,Benton County,$12.00
7427,Oregon,Clackamas County,$12.00
7430,Oregon,Clatsop County,$12.00
7433,Oregon,Columbia County,$12.00
7436,Oregon,Coos County,$12.00
7439,Oregon,Crook County,$12.00
7442,Oregon,Curry County,$12.00
7445,Oregon,Deschutes County,$12.00
7448,Oregon,Douglas County,$12.00
7451,Oregon,Gilliam County,$12.00
7454,Oregon,Grant County,$12.00
7457,Oregon,Harney County,$12.00
7460,Oregon,Hood River County,$12.00
7463,Oregon,Jackson County,$12.00
7466,Oregon,Jefferson County,$12.00
7469,Oregon,Josephine County,$12.00
7472,Oregon,Klamath County,$12.00
7475,Oregon,Lake County,$12.00
7478,Oregon,Lane County,$12.00
7481,Oregon,Lincoln County,$12.00
7484,Oregon,Linn County,$12.00
7487,Oregon,Malheur County,$12.00
7490,Oregon,Marion County,$12.00
7493,Oregon,Morrow County,$12.00
7496,Oregon,Multnomah County,$12.00
7499,Oregon,Polk County,$12.00
7502,Oregon,Sherman County,$12.00
7505,Oregon,Tillamook County,$12.00
7508,Oregon,Umatilla County,$12.00
7511,Oregon,Union County,$12.00
7514,Oregon,Wallowa County,$12.00
7517,Oregon,Wasco County,$12.00
7520,Oregon,Washington County,$12.00
7523,Oregon,Wheeler County,$12.00
7526,Oregon,Yamhill County,$12.00
7529,Oregon,"Albany, OR",$12.00
7532,Oregon,"Bend-Redmond, OR",$12.00
7535,Oregon,"Corvallis, OR",$12.00
7538,Oregon,"Eugene, OR",$12.00
7541,Oregon,"Grants Pass, OR",$12.00
7544,Oregon,"Medford, OR",$12.00
7547,Oregon,"Portland-Vancouver-Hillsboro, OR",$12.00
7550,Oregon,"Salem, OR",$12.00
7553,Pennsylvania,Adams County,$7.25
7556,Pennsylvania,Allegheny County,$7.25
7559,Pennsylvania,Armstrong County,$7.25
7562,Pennsylvania,Beaver County,$7.25
7565,Pennsylvania,Bedford County,$7.25
7568,Pennsylvania,Berks County,$7.25
7571,Pennsylvania,Blair County,$7.25
7574,Pennsylvania,Bradford County,$7.25
7577,Pennsylvania,Bucks County,$7.25
7580,Pennsylvania,Butler County,$7.25
7583,Pennsylvania,Cambria County,$7.25
7586,Pennsylvania,Cameron County,$7.25
7589,Pennsylvania,Carbon County,$7.25
7592,Pennsylvania,Centre County,$7.25
7595,Pennsylvania,Chester County,$7.25
7598,Pennsylvania,Clarion County,$7.25
7601,Pennsylvania,Clearfield County,$7.25
7604,Pennsylvania,Clinton County,$7.25
7607,Pennsylvania,Columbia County,$7.25
7610,Pennsylvania,Crawford County,$7.25
7613,Pennsylvania,Cumberland County,$7.25
7616,Pennsylvania,Dauphin County,$7.25
7619,Pennsylvania,Delaware County,$7.25
7622,Pennsylvania,Elk County,$7.25
7625,Pennsylvania,Erie County,$7.25
7628,Pennsylvania,Fayette County,$7.25
7631,Pennsylvania,Forest County,$7.25
7634,Pennsylvania,Franklin County,$7.25
7637,Pennsylvania,Fulton County,$7.25
7640,Pennsylvania,Greene County,$7.25
7643,Pennsylvania,Huntingdon County,$7.25
7646,Pennsylvania,Indiana County,$7.25
7649,Pennsylvania,Jefferson County,$7.25
7652,Pennsylvania,Juniata County,$7.25
7655,Pennsylvania,Lackawanna County,$7.25
7658,Pennsylvania,Lancaster County,$7.25
7661,Pennsylvania,Lawrence County,$7.25
7664,Pennsylvania,Lebanon County,$7.25
7667,Pennsylvania,Lehigh County,$7.25
7670,Pennsylvania,Luzerne County,$7.25
7673,Pennsylvania,Lycoming County,$7.25
7676,Pennsylvania,McKean County,$7.25
7679,Pennsylvania,Mercer County,$7.25
7682,Pennsylvania,Mifflin County,$7.25
7685,Pennsylvania,Monroe County,$7.25
7688,Pennsylvania,Montgomery County,$7.25
7691,Pennsylvania,Montour County,$7.25
7694,Pennsylvania,Northampton County,$7.25
7697,Pennsylvania,Northumberland County,$7.25
7700,Pennsylvania,Perry County,$7.25
7703,Pennsylvania,Philadelphia County,$7.25
7706,Pennsylvania,Pike County,$7.25
7709,Pennsylvania,Potter County,$7.25
7712,Pennsylvania,Schuylkill County,$7.25
7715,Pennsylvania,Snyder County,$7.25
7718,Pennsylvania,Somerset County,$7.25
7721,Pennsylvania,Sullivan County,$7.25
7724,Pennsylvania,Susquehanna County,$7.25
7727,Pennsylvania,Tioga County,$7.25
7730,Pennsylvania,Union County,$7.25
7733,Pennsylvania,Venango County,$7.25
7736,Pennsylvania,Warren County,$7.25
7739,Pennsylvania,Washington County,$7.25
7742,Pennsylvania,Wayne County,$7.25
7745,Pennsylvania,Westmoreland County,$7.25
7748,Pennsylvania,Wyoming County,$7.25
7751,Pennsylvania,York County,$7.25
7754,Pennsylvania,"Allentown-Bethlehem-Easton, PA",$7.25
7757,Pennsylvania,"Altoona, PA",$7.25
7760,Pennsylvania,"Bloomsburg-Berwick, PA",$7.25
7763,Pennsylvania,"Chambersburg-Waynesboro, PA",$7.25
7766,Pennsylvania,"East Stroudsburg, PA",$7.25
7769,Pennsylvania,"Erie, PA",$7.25
7772,Pennsylvania,"Gettysburg, PA",$7.25
7775,Pennsylvania,"Harrisburg-Carlisle, PA",$7.25
7778,Pennsylvania,"Johnstown, PA",$7.25
7781,Pennsylvania,"Lancaster, PA",$7.25
7784,Pennsylvania,"Lebanon, PA",$7.25
7787,Pennsylvania,"Philadelphia-Camden-Wilmington, PA",$7.25
7790,Pennsylvania,"Pittsburgh, PA",$7.25
7793,Pennsylvania,"Reading, PA",$7.25
7796,Pennsylvania,"Scranton--Wilkes-Barre--Hazleton, PA",$7.25
7799,Pennsylvania,"State College, PA",$7.25
7802,Pennsylvania,"Williamsport, PA",$7.25
7805,Pennsylvania,"York-Hanover, PA",$7.25
7808,Rhode Island,Bristol County,$10.50
7811,Rhode Island,Kent County,$10.50
7814,Rhode Island,Newport County,$10.50
7817,Rhode Island,Providence County,$10.50
7820,Rhode Island,Washington County,$10.50
7823,Rhode Island,"Providence-Warwick, RI",$10.50
7826,South Carolina,Abbeville County,$7.25
7829,South Carolina,Aiken County,$7.25
7832,South Carolina,Allendale County,$7.25
7835,South Carolina,Anderson County,$7.25
7838,South Carolina,Bamberg County,$7.25
7841,South Carolina,Barnwell County,$7.25
7844,South Carolina,Beaufort County,$7.25
7847,South Carolina,Berkeley County,$7.25
7850,South Carolina,Calhoun County,$7.25
7853,South Carolina,Charleston County,$7.25
7856,South Carolina,Cherokee County,$7.25
7859,South Carolina,Chester County,$7.25
7862,South Carolina,Chesterfield County,$7.25
7865,South Carolina,Clarendon County,$7.25
7868,South Carolina,Colleton County,$7.25
7871,South Carolina,Darlington County,$7.25
7874,South Carolina,Dillon County,$7.25
7877,South Carolina,Dorchester County,$7.25
7880,South Carolina,Edgefield County,$7.25
7883,South Carolina,Fairfield County,$7.25
7886,South Carolina,Florence County,$7.25
7889,South Carolina,Georgetown County,$7.25
7892,South Carolina,Greenville County,$7.25
7895,South Carolina,Greenwood County,$7.25
7898,South Carolina,Hampton County,$7.25
7901,South Carolina,Horry County,$7.25
7904,South Carolina,Jasper County,$7.25
7907,South Carolina,Kershaw County,$7.25
7910,South Carolina,Lancaster County,$7.25
7913,South Carolina,Laurens County,$7.25
7916,South Carolina,Lee County,$7.25
7919,South Carolina,Lexington County,$7.25
7922,South Carolina,Marion County,$7.25
7925,South Carolina,Marlboro County,$7.25
7928,South Carolina,McCormick County,$7.25
7931,South Carolina,Newberry County,$7.25
7934,South Carolina,Oconee County,$7.25
7937,South Carolina,Orangeburg County,$7.25
7940,South Carolina,Pickens County,$7.25
7943,South Carolina,Richland County,$7.25
7946,South Carolina,Saluda County,$7.25
7949,South Carolina,Spartanburg County,$7.25
7952,South Carolina,Sumter County,$7.25
7955,South Carolina,Union County,$7.25
7958,South Carolina,Williamsburg County,$7.25
7961,South Carolina,York County,$7.25
7964,South Carolina,"Charleston-North Charleston, SC",$7.25
7967,South Carolina,"Columbia, SC",$7.25
7970,South Carolina,"Florence, SC",$7.25
7973,South Carolina,"Greenville-Anderson-Mauldin, SC",$7.25
7976,South Carolina,"Hilton Head Island-Bluffton-Beaufort, SC",$7.25
7979,South Carolina,"Myrtle Beach-Conway-North Myrtle Beach, SC",$7.25
7982,South Carolina,"Spartanburg, SC",$7.25
7985,South Carolina,"Sumter, SC",$7.25
7988,South Dakota,Aurora County,$9.30
7991,South Dakota,Beadle County,$9.30
7994,South Dakota,Bennett County,$9.30
7997,South Dakota,Bon Homme County,$9.30
8000,South Dakota,Brookings County,$9.30
8003,South Dakota,Brown County,$9.30
8006,South Dakota,Brule County,$9.30
8009,South Dakota,Buffalo County,$9.30
8012,South Dakota,Butte County,$9.30
8015,South Dakota,Campbell County,$9.30
8018,South Dakota,Charles Mix County,$9.30
8021,South Dakota,Clark County,$9.30
8024,South Dakota,Clay County,$9.30
8027,South Dakota,Codington County,$9.30
8030,South Dakota,Corson County,$9.30
8033,South Dakota,Custer County,$9.30
8036,South Dakota,Davison County,$9.30
8039,South Dakota,Day County,$9.30
8042,South Dakota,Deuel County,$9.30
8045,South Dakota,Dewey County,$9.30
8048,South Dakota,Douglas County,$9.30
8051,South Dakota,Edmunds County,$9.30
8054,South Dakota,Fall River County,$9.30
8057,South Dakota,Faulk County,$9.30
8060,South Dakota,Grant County,$9.30
8063,South Dakota,Gregory County,$9.30
8066,South Dakota,Haakon County,$9.30
8069,South Dakota,Hamlin County,$9.30
8072,South Dakota,Hand County,$9.30
8075,South Dakota,Hanson County,$9.30
8078,South Dakota,Harding County,$9.30
8081,South Dakota,Hughes County,$9.30
8084,South Dakota,Hutchinson County,$9.30
8087,South Dakota,Hyde County,$9.30
8090,South Dakota,Jackson County,$9.30
8093,South Dakota,Jerauld County,$9.30
8096,South Dakota,Jones County,$9.30
8099,South Dakota,Kingsbury County,$9.30
8102,South Dakota,Lake County,$9.30
8105,South Dakota,Lawrence County,$9.30
8108,South Dakota,Lincoln County,$9.30
8111,South Dakota,Lyman County,$9.30
8114,South Dakota,Marshall County,$9.30
8117,South Dakota,McCook County,$9.30
8120,South Dakota,McPherson County,$9.30
8123,South Dakota,Meade County,$9.30
8126,South Dakota,Mellette County,$9.30
8129,South Dakota,Miner County,$9.30
8132,South Dakota,Minnehaha County,$9.30
8135,South Dakota,Moody County,$9.30
8138,South Dakota,Oglala Lakota County,$9.30
8141,South Dakota,Pennington County,$9.30
8144,South Dakota,Perkins County,$9.30
8147,South Dakota,Potter County,$9.30
8150,South Dakota,Roberts County,$9.30
8153,South Dakota,Sanborn County,$9.30
8156,South Dakota,Spink County,$9.30
8159,South Dakota,Stanley County,$9.30
8162,South Dakota,Sully County,$9.30
8165,South Dakota,Todd County,$9.30
8168,South Dakota,Tripp County,$9.30
8171,South Dakota,Turner County,$9.30
8174,South Dakota,Union County,$9.30
8177,South Dakota,Walworth County,$9.30
8180,South Dakota,Yankton County,$9.30
8183,South Dakota,Ziebach County,$9.30
8186,South Dakota,"Rapid City, SD",$9.30
8189,South Dakota,"Sioux Falls, SD",$9.30
8192,Tennessee,Anderson County,$7.25
8195,Tennessee,Bedford County,$7.25
8198,Tennessee,Benton County,$7.25
8201,Tennessee,Bledsoe County,$7.25
8204,Tennessee,Blount County,$7.25
8207,Tennessee,Bradley County,$7.25
8210,Tennessee,Campbell County,$7.25
8213,Tennessee,Cannon County,$7.25
8216,Tennessee,Carroll County,$7.25
8219,Tennessee,Carter County,$7.25
8222,Tennessee,Cheatham County,$7.25
8225,Tennessee,Chester County,$7.25
8228,Tennessee,Claiborne County,$7.25
8231,Tennessee,Clay County,$7.25
8234,Tennessee,Cocke County,$7.25
8237,Tennessee,Coffee County,$7.25
8240,Tennessee,Crockett County,$7.25
8243,Tennessee,Cumberland County,$7.25
8246,Tennessee,Davidson County,$7.25
8249,Tennessee,Decatur County,$7.25
8252,Tennessee,DeKalb County,$7.25
8255,Tennessee,Dickson County,$7.25
8258,Tennessee,Dyer County,$7.25
8261,Tennessee,Fayette County,$7.25
8264,Tennessee,Fentress County,$7.25
8267,Tennessee,Franklin County,$7.25
8270,Tennessee,Gibson County,$7.25
8273,Tennessee,Giles County,$7.25
8276,Tennessee,Grainger County,$7.25
8279,Tennessee,Greene County,$7.25
8282,Tennessee,Grundy County,$7.25
8285,Tennessee,Hamblen County,$7.25
8288,Tennessee,Hamilton County,$7.25
8291,Tennessee,Hancock County,$7.25
8294,Tennessee,Hardeman County,$7.25
8297,Tennessee,Hardin County,$7.25
8300,Tennessee,Hawkins County,$7.25
8303,Tennessee,Haywood County,$7.25
8306,Tennessee,Henderson County,$7.25
8309,Tennessee,Henry County,$7.25
8312,Tennessee,Hickman County,$7.25
8315,Tennessee,Houston County,$7.25
8318,Tennessee,Humphreys County,$7.25
8321,Tennessee,Jackson County,$7.25
8324,Tennessee,Jefferson County,$7.25
8327,Tennessee,Johnson County,$7.25
8330,Tennessee,Knox County,$7.25
