,Unnamed: 0_level_0,1 ADULT,1 ADULT,1 ADULT,1 ADULT,2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),State,County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Kittitas County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Kittitas County
0,Living Wage,$13.40,$28.48,$36.75,$48.84,$21.04,$25.69,$29.24,$32.42,$10.52,$15.65,$20.23,$24.63,Washington,Klickitat County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Klickitat County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Klickitat County
0,Living Wage,$12.85,$27.38,$34.40,$44.73,$21.16,$25.84,$29.39,$32.06,$10.58,$15.10,$19.06,$22.57,Washington,Lewis County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Lewis County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Lewis County
0,Living Wage,$11.83,$25.86,$32.92,$43.00,$19.96,$24.29,$27.83,$30.21,$9.98,$14.34,$18.32,$21.71,Washington,Lincoln County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Lincoln County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Lincoln County
0,Living Wage,$13.23,$27.44,$33.93,$43.62,$22.03,$26.44,$29.99,$32.55,$11.02,$15.13,$18.82,$22.02,Washington,Mason County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Mason County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Mason County
0,Living Wage,$12.29,$25.59,$31.69,$40.95,$20.81,$24.99,$28.54,$31.07,$10.40,$14.21,$17.70,$20.68,Washington,Okanogan County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Okanogan County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Okanogan County
0,Living Wage,$12.63,$26.47,$32.92,$42.50,$20.89,$25.51,$29.06,$31.57,$10.45,$14.65,$18.31,$21.46,Washington,Pacific County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Pacific County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Pacific County
0,Living Wage,$12.34,$26.22,$32.93,$42.84,$20.51,$25.00,$28.54,$31.12,$10.25,$14.52,$18.32,$21.63,Washington,Pend Oreille County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Pend Oreille County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Pend Oreille County
0,Living Wage,$15.10,$30.79,$38.22,$50.86,$23.48,$28.86,$32.41,$36.99,$11.74,$16.81,$20.97,$25.64,Washington,Pierce County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Pierce County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Pierce County
0,Living Wage,$14.05,$30.38,$38.58,$50.75,$22.54,$27.68,$31.23,$34.56,$11.27,$16.61,$21.15,$25.58,Washington,San Juan County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,San Juan County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,San Juan County
0,Living Wage,$14.19,$29.51,$37.00,$49.11,$22.64,$27.52,$31.07,$35.06,$11.32,$16.17,$20.36,$24.76,Washington,Skagit County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Skagit County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Skagit County
0,Living Wage,$16.65,$30.65,$37.35,$49.53,$24.91,$29.44,$32.99,$37.84,$12.46,$16.74,$20.53,$24.97,Washington,Skamania County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Skamania County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Skamania County
0,Living Wage,$19.57,$36.33,$44.65,$60.01,$27.94,$33.49,$37.04,$43.44,$13.97,$19.58,$24.18,$30.21,Washington,Snohomish County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Snohomish County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Snohomish County
0,Living Wage,$12.66,$27.03,$34.04,$44.73,$20.93,$25.52,$29.07,$32.12,$10.47,$14.93,$18.87,$22.57,Washington,Spokane County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Spokane County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Spokane County
0,Living Wage,$11.94,$25.31,$31.80,$41.37,$20.08,$24.32,$27.87,$30.32,$10.04,$14.07,$17.76,$20.89,Washington,Stevens County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Stevens County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Stevens County
0,Living Wage,$15.06,$28.90,$36.02,$47.65,$22.70,$27.27,$30.82,$34.70,$11.35,$15.86,$19.87,$24.03,Washington,Thurston County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Thurston County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Thurston County
0,Living Wage,$12.17,$26.43,$33.56,$44.11,$20.35,$24.80,$28.34,$31.13,$10.18,$14.63,$18.64,$22.26,Washington,Wahkiakum County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Wahkiakum County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Wahkiakum County
0,Living Wage,$13.22,$28.07,$35.22,$46.51,$21.58,$26.41,$29.96,$33.46,$10.79,$15.45,$19.47,$23.46,Washington,Walla Walla County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Walla Walla County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Walla Walla County
0,Living Wage,$14.33,$29.67,$37.54,$49.94,$22.34,$27.30,$30.84,$34.74,$11.17,$16.25,$20.63,$25.18,Washington,Whatcom County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Whatcom County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Whatcom County
0,Living Wage,$12.88,$26.55,$33.27,$43.64,$20.98,$25.32,$28.87,$31.88,$10.49,$14.69,$18.49,$22.03,Washington,Whitman County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Whitman County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Whitman County
0,Living Wage,$13.25,$27.08,$33.43,$43.43,$21.42,$26.21,$29.76,$32.76,$10.71,$14.95,$18.57,$21.92,Washington,Yakima County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,Yakima County
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,Yakima County
0,Living Wage,$14.33,$29.67,$37.54,$49.94,$22.34,$27.30,$30.84,$34.74,$10.97,$16.25,$20.63,$25.18,Washington,"Bellingham, WA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,"Bellingham, WA"
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,"Bellingham, WA"
0,Living Wage,$14.32,$29.83,$37.05,$48.90,$22.99,$28.11,$31.66,$35.66,$10.96,$16.33,$20.38,$24.66,Washington,"Bremerton-Silverdale, WA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,"Bremerton-Silverdale, WA"
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,"Bremerton-Silverdale, WA"
0,Living Wage,$13.49,$28.42,$35.61,$46.44,$22.19,$26.72,$30.27,$33.28,$10.55,$15.62,$19.66,$23.43,Washington,"Kennewick-Richland, WA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,"Kennewick-Richland, WA"
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,"Kennewick-Richland, WA"
0,Living Wage,$12.95,$27.79,$35.05,$46.28,$21.29,$26.01,$29.56,$32.88,$10.28,$15.31,$19.38,$23.35,Washington,"Longview, WA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,"Longview, WA"
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,"Longview, WA"
0,Living Wage,$14.19,$29.51,$37.00,$49.11,$22.64,$27.52,$31.07,$35.06,$10.90,$16.17,$20.36,$24.76,Washington,"Mount Vernon-Anacortes, WA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,"Mount Vernon-Anacortes, WA"
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,"Mount Vernon-Anacortes, WA"
0,Living Wage,$15.06,$28.90,$36.02,$47.65,$22.70,$27.27,$30.82,$34.70,$11.33,$15.86,$19.87,$24.03,Washington,"Olympia-Tumwater, WA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,"Olympia-Tumwater, WA"
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,"Olympia-Tumwater, WA"
0,Living Wage,$18.56,$35.19,$43.42,$58.29,$26.93,$32.44,$35.99,$41.98,$13.08,$19.01,$23.57,$29.35,Washington,"Seattle-Tacoma-Bellevue, WA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,"Seattle-Tacoma-Bellevue, WA"
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,"Seattle-Tacoma-Bellevue, WA"
0,Living Wage,$12.69,$27.13,$34.19,$44.94,$20.97,$25.56,$29.11,$32.17,$10.15,$14.98,$18.95,$22.68,Washington,"Spokane-Spokane Valley, WA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,"Spokane-Spokane Valley, WA"
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,"Spokane-Spokane Valley, WA"
0,Living Wage,$13.51,$28.80,$36.22,$47.92,$21.92,$26.85,$30.40,$34.03,$10.56,$15.81,$19.97,$24.17,Washington,"Walla Walla, WA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,"Walla Walla, WA"
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,"Walla Walla, WA"
0,Living Wage,$13.42,$27.45,$33.90,$43.96,$21.63,$26.48,$30.03,$32.99,$10.51,$15.14,$18.81,$22.19,Washington,"Wenatchee, WA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,"Wenatchee, WA"
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,"Wenatchee, WA"
0,Living Wage,$13.25,$27.08,$33.43,$43.43,$21.42,$26.21,$29.76,$32.76,$10.43,$14.95,$18.57,$21.92,Washington,"Yakima, WA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington,"Yakima, WA"
2,Minimum Wage,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,$13.50,Washington,"Yakima, WA"
0,Living Wage,$13.25,$27.60,$35.21,$44.79,$22.24,$25.86,$29.87,$31.23,$11.12,$15.39,$19.52,$22.48,West Virginia,Barbour County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Barbour County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Barbour County
0,Living Wage,$14.62,$31.20,$39.60,$51.43,$23.66,$27.94,$31.97,$34.43,$11.83,$17.01,$21.71,$25.81,West Virginia,Berkeley County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Berkeley County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Berkeley County
0,Living Wage,$12.46,$27.69,$35.30,$45.20,$22.37,$25.94,$29.96,$31.64,$11.19,$15.43,$19.56,$22.69,West Virginia,Boone County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Boone County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Boone County
0,Living Wage,$13.29,$27.32,$34.65,$44.66,$22.45,$25.86,$29.87,$31.94,$11.22,$15.25,$19.24,$22.42,West Virginia,Braxton County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Braxton County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Braxton County
0,Living Wage,$12.56,$29.35,$37.75,$48.74,$22.22,$26.10,$30.12,$31.74,$11.11,$16.09,$20.79,$24.46,West Virginia,Brooke County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Brooke County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Brooke County
0,Living Wage,$13.26,$28.38,$35.71,$45.84,$23.07,$26.91,$30.93,$33.12,$11.54,$15.78,$19.77,$23.01,West Virginia,Cabell County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Cabell County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Cabell County
0,Living Wage,$13.20,$26.45,$32.85,$41.23,$22.20,$25.90,$29.92,$31.28,$11.10,$14.81,$18.33,$20.70,West Virginia,Calhoun County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Calhoun County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Calhoun County
0,Living Wage,$13.19,$27.63,$34.04,$42.72,$23.18,$27.08,$31.11,$32.77,$11.59,$15.41,$18.93,$21.45,West Virginia,Clay County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Clay County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Clay County
0,Living Wage,$13.01,$27.48,$34.80,$45.09,$22.01,$26.01,$30.03,$32.37,$11.00,$15.33,$19.31,$22.64,West Virginia,Doddridge County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Doddridge County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Doddridge County
0,Living Wage,$13.38,$27.36,$34.69,$44.49,$22.43,$25.89,$29.91,$31.77,$11.22,$15.27,$19.25,$22.33,West Virginia,Fayette County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Fayette County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Fayette County
0,Living Wage,$13.14,$26.41,$32.80,$41.21,$22.14,$25.86,$29.87,$31.26,$11.07,$14.79,$18.31,$20.69,West Virginia,Gilmer County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Gilmer County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Gilmer County
0,Living Wage,$13.29,$27.32,$34.65,$44.41,$22.45,$25.86,$29.87,$31.69,$11.22,$15.25,$19.24,$22.29,West Virginia,Grant County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Grant County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Grant County
0,Living Wage,$13.70,$28.10,$35.71,$45.93,$22.71,$26.36,$30.37,$32.36,$11.36,$15.64,$19.77,$23.05,West Virginia,Greenbrier County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Greenbrier County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Greenbrier County
0,Living Wage,$14.86,$30.60,$37.86,$48.73,$23.89,$28.49,$32.52,$35.16,$11.95,$16.71,$20.84,$24.45,West Virginia,Hampshire County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Hampshire County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Hampshire County
0,Living Wage,$12.56,$29.35,$37.75,$48.74,$22.22,$26.10,$30.12,$31.74,$11.11,$16.09,$20.79,$24.46,West Virginia,Hancock County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Hancock County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Hancock County
0,Living Wage,$13.05,$27.80,$35.60,$46.15,$22.05,$25.86,$29.87,$32.01,$11.02,$15.49,$19.71,$23.16,West Virginia,Hardy County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Hardy County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Hardy County
0,Living Wage,$13.73,$29.94,$38.34,$49.30,$22.74,$26.69,$30.71,$32.29,$11.37,$16.38,$21.08,$24.74,West Virginia,Harrison County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Harrison County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Harrison County
0,Living Wage,$13.29,$27.32,$34.65,$44.67,$22.45,$25.86,$29.87,$31.94,$11.22,$15.25,$19.24,$22.42,West Virginia,Jackson County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Jackson County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Jackson County
0,Living Wage,$14.78,$33.08,$43.73,$58.42,$23.84,$27.57,$31.59,$34.65,$11.92,$17.95,$23.78,$29.30,West Virginia,Jefferson County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Jefferson County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Jefferson County
0,Living Wage,$13.19,$29.38,$36.83,$46.91,$23.18,$27.08,$31.11,$32.77,$11.59,$16.10,$20.33,$23.54,West Virginia,Kanawha County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Kanawha County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Kanawha County
0,Living Wage,$13.40,$27.92,$35.53,$45.19,$22.40,$26.17,$30.19,$31.62,$11.20,$15.55,$19.68,$22.68,West Virginia,Lewis County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Lewis County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Lewis County
0,Living Wage,$12.76,$27.81,$35.42,$45.56,$22.37,$26.07,$30.08,$32.00,$11.19,$15.50,$19.62,$22.87,West Virginia,Lincoln County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Lincoln County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Lincoln County
0,Living Wage,$13.07,$27.60,$35.21,$45.03,$22.07,$25.86,$29.87,$31.46,$11.04,$15.39,$19.52,$22.60,West Virginia,Logan County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Logan County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Logan County
0,Living Wage,$13.68,$29.23,$36.68,$46.72,$22.69,$26.93,$30.95,$32.57,$11.35,$16.03,$20.25,$23.45,West Virginia,Marion County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Marion County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Marion County
0,Living Wage,$13.36,$28.34,$36.14,$46.21,$22.36,$26.40,$30.42,$32.07,$11.18,$15.76,$19.98,$23.19,West Virginia,Marshall County
