Class,Level,_1a0c,_1a1c,_1a2c,_1a3c,_2a1w0c,_2a1w1c,_2a1w2c,_2a1w3c,_2a2w0c,_2a2w1c,_2a2w2c,_2a2w3c,County,State,FIPS
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Lycoming County,PA,42081
0,Living Wage,$12.08,$24.46,$30.32,$38.41,$19.84,$23.79,$27.21,$28.84,$9.92,$13.57,$16.95,$19.43,McKean County,PA,42083
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,McKean County,PA,42083
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,McKean County,PA,42083
0,Living Wage,$12.37,$25.99,$33.33,$43.11,$19.87,$23.85,$27.26,$29.11,$9.94,$14.33,$18.45,$21.79,Mercer County,PA,42085
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Mercer County,PA,42085
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Mercer County,PA,42085
0,Living Wage,$12.25,$24.77,$30.94,$39.75,$20.24,$23.79,$27.21,$29.26,$10.12,$13.72,$17.26,$20.11,Mifflin County,PA,42087
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Mifflin County,PA,42087
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Mifflin County,PA,42087
0,Living Wage,$13.52,$27.93,$35.01,$45.84,$21.71,$26.05,$29.46,$32.61,$10.86,$15.31,$19.30,$23.15,Monroe County,PA,42089
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Monroe County,PA,42089
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Monroe County,PA,42089
0,Living Wage,$14.47,$30.17,$38.31,$49.53,$22.94,$27.23,$30.64,$33.12,$11.47,$16.42,$20.95,$25.00,Montgomery County,PA,42091
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Montgomery County,PA,42091
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Montgomery County,PA,42091
0,Living Wage,$13.12,$26.21,$33.11,$42.58,$20.62,$24.50,$27.92,$29.90,$10.31,$14.44,$18.34,$21.52,Montour County,PA,42093
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Montour County,PA,42093
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Montour County,PA,42093
0,Living Wage,$13.33,$27.55,$34.42,$44.35,$21.54,$25.88,$29.30,$31.77,$10.77,$15.12,$19.00,$22.41,Northampton County,PA,42095
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Northampton County,PA,42095
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Northampton County,PA,42095
0,Living Wage,$11.97,$24.40,$30.21,$38.35,$19.87,$23.79,$27.21,$28.95,$9.93,$13.54,$16.89,$19.41,Northumberland County,PA,42097
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Northumberland County,PA,42097
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Northumberland County,PA,42097
0,Living Wage,$12.84,$26.01,$31.81,$40.43,$21.25,$25.39,$28.81,$31.03,$10.62,$14.34,$17.69,$20.45,Perry County,PA,42099
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Perry County,PA,42099
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Perry County,PA,42099
0,Living Wage,$14.47,$29.88,$37.72,$48.64,$22.94,$27.23,$30.64,$33.12,$11.47,$16.28,$20.65,$24.55,Philadelphia County,PA,42101
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Philadelphia County,PA,42101
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Philadelphia County,PA,42101
0,Living Wage,$15.26,$29.72,$36.94,$49.07,$22.78,$27.68,$31.10,$35.39,$11.39,$16.20,$20.26,$24.76,Pike County,PA,42103
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pike County,PA,42103
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Pike County,PA,42103
0,Living Wage,$12.76,$24.57,$30.53,$39.65,$20.25,$23.79,$27.21,$29.76,$10.12,$13.62,$17.06,$20.06,Potter County,PA,42105
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Potter County,PA,42105
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Potter County,PA,42105
0,Living Wage,$12.47,$24.94,$31.22,$40.14,$19.97,$23.85,$27.27,$29.32,$9.98,$13.81,$17.40,$20.30,Schuylkill County,PA,42107
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Schuylkill County,PA,42107
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Schuylkill County,PA,42107
0,Living Wage,$12.53,$24.67,$30.45,$38.80,$20.04,$24.07,$27.49,$29.46,$10.02,$13.67,$17.01,$19.63,Snyder County,PA,42109
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Snyder County,PA,42109
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Snyder County,PA,42109
0,Living Wage,$12.61,$24.57,$30.53,$39.20,$20.11,$23.79,$27.21,$29.31,$10.06,$13.62,$17.06,$19.83,Somerset County,PA,42111
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Somerset County,PA,42111
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Somerset County,PA,42111
0,Living Wage,$12.24,$24.73,$30.86,$40.17,$20.22,$23.79,$27.21,$29.78,$10.11,$13.70,$17.22,$20.32,Sullivan County,PA,42113
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sullivan County,PA,42113
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Sullivan County,PA,42113
0,Living Wage,$12.06,$25.23,$31.45,$40.33,$20.15,$24.19,$27.61,$29.68,$10.07,$13.95,$17.51,$20.40,Susquehanna County,PA,42115
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Susquehanna County,PA,42115
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Susquehanna County,PA,42115
0,Living Wage,$12.10,$25.33,$31.60,$40.60,$20.42,$24.26,$27.67,$29.80,$10.21,$14.00,$17.59,$20.53,Tioga County,PA,42117
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Tioga County,PA,42117
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Tioga County,PA,42117
0,Living Wage,$12.57,$24.91,$30.78,$39.36,$20.57,$24.22,$27.64,$29.74,$10.29,$13.79,$17.18,$19.91,Union County,PA,42119
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Union County,PA,42119
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Union County,PA,42119
0,Living Wage,$12.45,$25.06,$31.52,$40.21,$19.99,$23.79,$27.21,$28.84,$9.99,$13.87,$17.55,$20.34,Venango County,PA,42121
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Venango County,PA,42121
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Venango County,PA,42121
0,Living Wage,$12.57,$24.64,$30.68,$39.14,$20.13,$23.79,$27.21,$29.03,$10.06,$13.66,$17.13,$19.80,Warren County,PA,42123
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Warren County,PA,42123
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Warren County,PA,42123
0,Living Wage,$13.11,$27.52,$35.26,$45.71,$21.03,$24.97,$28.39,$30.50,$10.51,$15.10,$19.42,$23.08,Washington County,PA,42125
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington County,PA,42125
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Washington County,PA,42125
0,Living Wage,$13.06,$26.73,$33.78,$43.93,$20.79,$24.88,$28.29,$30.80,$10.40,$14.70,$18.68,$22.19,Wayne County,PA,42127
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wayne County,PA,42127
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wayne County,PA,42127
0,Living Wage,$13.11,$26.50,$33.21,$42.64,$21.03,$24.97,$28.39,$30.50,$10.51,$14.59,$18.39,$21.55,Westmoreland County,PA,42129
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Westmoreland County,PA,42129
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Westmoreland County,PA,42129
0,Living Wage,$12.47,$26.68,$34.16,$44.29,$20.56,$24.39,$27.81,$29.85,$10.28,$14.68,$18.87,$22.38,Wyoming County,PA,42131
0,Living Wage,$12.47,$26.68,$34.16,$44.29,$20.56,$24.39,$27.81,$29.85,$10.28,$14.68,$18.87,$22.38,Wyoming County,PA,42081
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wyoming County,PA,42131
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wyoming County,PA,42081
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wyoming County,PA,42131
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wyoming County,PA,42081
0,Living Wage,$12.93,$26.92,$33.50,$42.86,$21.11,$25.53,$28.94,$31.12,$10.55,$14.80,$18.54,$21.66,York County,PA,42133
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,York County,PA,42133
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,York County,PA,42133
0,Living Wage,$12.57,$25.84,$32.66,$41.82,$20.17,$24.20,$27.62,$29.35,$10.02,$14.26,$18.12,$21.14,"Erie, PA",PA,42049
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Erie, PA",PA,42049
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Erie, PA",PA,42049
0,Living Wage,$13.26,$27.27,$33.87,$43.35,$21.60,$25.85,$29.27,$31.55,$10.37,$14.97,$18.72,$21.91,"Lancaster, PA",PA,42071
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Lancaster, PA",PA,42071
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Lancaster, PA",PA,42071
0,Living Wage,$13.12,$26.38,$33.15,$42.65,$20.62,$24.80,$28.21,$30.35,$10.30,$14.53,$18.36,$21.56,"Lebanon, PA",PA,42075
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Lebanon, PA",PA,42075
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Lebanon, PA",PA,42075
0,Living Wage,$14.73,$34.01,$45.15,$59.29,$23.36,$27.67,$31.98,$34.34,$11.68,$18.42,$24.47,$29.89,Bristol County,RI,44001
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Bristol County,RI,44001
2,Minimum Wage,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,Bristol County,RI,44001
0,Living Wage,$14.73,$30.76,$38.65,$49.53,$23.36,$27.67,$31.98,$34.34,$11.68,$16.79,$21.22,$25.01,Kent County,RI,44003
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Kent County,RI,44003
2,Minimum Wage,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,Kent County,RI,44003
0,Living Wage,$15.37,$31.73,$39.38,$51.29,$24.04,$29.58,$33.20,$36.83,$12.02,$17.28,$21.58,$25.89,Newport County,RI,44005
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Newport County,RI,44005
2,Minimum Wage,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,Newport County,RI,44005
0,Living Wage,$14.73,$30.66,$38.46,$49.26,$23.36,$27.67,$31.98,$34.34,$11.68,$16.75,$21.12,$24.87,Providence County,RI,44007
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Providence County,RI,44007
2,Minimum Wage,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,Providence County,RI,44007
0,Living Wage,$14.84,$31.25,$39.45,$51.11,$23.31,$27.85,$32.16,$34.99,$11.65,$17.04,$21.62,$25.80,Washington County,RI,44009
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington County,RI,44009
2,Minimum Wage,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,Washington County,RI,44009
0,Living Wage,$14.83,$30.58,$38.44,$49.51,$23.42,$27.86,$31.82,$34.39,$11.37,$16.71,$21.11,$25.00,"Providence-Warwick, RI",RI,44007
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Providence-Warwick, RI",RI,44007
2,Minimum Wage,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,$10.50,"Providence-Warwick, RI",RI,44007
0,Living Wage,$13.39,$27.94,$33.40,$42.12,$22.45,$28.01,$31.70,$33.97,$11.23,$15.39,$18.62,$21.15,Abbeville County,SC,45001
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Abbeville County,SC,45001
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Abbeville County,SC,45001
0,Living Wage,$14.84,$29.87,$35.84,$45.20,$24.12,$29.44,$33.14,$35.56,$12.06,$16.36,$19.84,$22.69,Aiken County,SC,45003
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Aiken County,SC,45003
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Aiken County,SC,45003
0,Living Wage,$13.39,$28.44,$34.40,$43.16,$22.45,$28.01,$31.70,$33.52,$11.23,$15.64,$19.12,$21.67,Allendale County,SC,45005
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Allendale County,SC,45005
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Allendale County,SC,45005
0,Living Wage,$13.99,$29.28,$35.24,$44.13,$23.36,$28.84,$32.54,$34.49,$11.68,$16.06,$19.54,$22.15,Anderson County,SC,45007
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Anderson County,SC,45007
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Anderson County,SC,45007
0,Living Wage,$13.56,$28.66,$34.62,$43.24,$22.62,$28.22,$31.92,$33.60,$11.31,$15.75,$19.23,$21.71,Bamberg County,SC,45009
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Bamberg County,SC,45009
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Bamberg County,SC,45009
0,Living Wage,$13.55,$28.44,$34.40,$42.97,$23.02,$28.01,$31.70,$33.33,$11.51,$15.64,$19.12,$21.57,Barnwell County,SC,45011
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Barnwell County,SC,45011
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Barnwell County,SC,45011
0,Living Wage,$16.11,$31.19,$37.15,$46.65,$25.41,$30.76,$34.45,$37.01,$12.70,$17.01,$20.50,$23.41,Beaufort County,SC,45013
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Beaufort County,SC,45013
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Beaufort County,SC,45013
0,Living Wage,$16.43,$32.29,$38.25,$47.96,$26.40,$31.86,$35.55,$38.32,$13.20,$17.57,$21.05,$24.07,Berkeley County,SC,45015
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Berkeley County,SC,45015
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Berkeley County,SC,45015
0,Living Wage,$14.96,$29.98,$35.45,$44.05,$24.82,$30.05,$33.74,$35.91,$12.41,$16.41,$19.65,$22.11,Calhoun County,SC,45017
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Calhoun County,SC,45017
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Calhoun County,SC,45017
0,Living Wage,$16.43,$32.29,$38.25,$47.96,$26.40,$31.86,$35.55,$38.32,$13.20,$17.57,$21.05,$24.07,Charleston County,SC,45019
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Charleston County,SC,45019
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Charleston County,SC,45019
0,Living Wage,$12.94,$28.49,$34.46,$42.86,$22.50,$28.06,$31.76,$33.22,$11.25,$15.67,$19.15,$21.52,Cherokee County,SC,45021
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Cherokee County,SC,45021
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Cherokee County,SC,45021
0,Living Wage,$13.61,$28.23,$33.69,$41.91,$22.68,$28.30,$31.99,$33.77,$11.34,$15.54,$18.77,$21.04,Chester County,SC,45023
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Chester County,SC,45023
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Chester County,SC,45023
0,Living Wage,$13.55,$27.94,$33.40,$41.76,$23.02,$28.01,$31.70,$33.62,$11.51,$15.39,$18.62,$20.97,Chesterfield County,SC,45025
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Chesterfield County,SC,45025
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Chesterfield County,SC,45025
0,Living Wage,$13.55,$27.94,$33.40,$41.67,$22.64,$28.01,$31.70,$33.53,$11.32,$15.39,$18.62,$20.92,Clarendon County,SC,45027
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Clarendon County,SC,45027
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Clarendon County,SC,45027
0,Living Wage,$13.72,$28.15,$33.61,$41.71,$23.21,$28.22,$31.91,$33.56,$11.60,$15.50,$18.73,$20.94,Colleton County,SC,45029
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Colleton County,SC,45029
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Colleton County,SC,45029
0,Living Wage,$13.43,$28.24,$33.70,$41.92,$23.19,$28.30,$32.00,$33.78,$11.60,$15.54,$18.77,$21.05,Darlington County,SC,45031
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Darlington County,SC,45031
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Darlington County,SC,45031
0,Living Wage,$13.55,$27.94,$33.40,$41.34,$23.02,$28.01,$31.70,$33.20,$11.51,$15.39,$18.62,$20.76,Dillon County,SC,45033
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Dillon County,SC,45033
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Dillon County,SC,45033
0,Living Wage,$16.43,$32.29,$38.25,$47.96,$26.40,$31.86,$35.55,$38.32,$13.20,$17.57,$21.05,$24.07,Dorchester County,SC,45035
0,Living Wage,$16.43,$32.29,$38.25,$47.96,$26.40,$31.86,$35.55,$38.32,$13.20,$17.57,$21.05,$24.07,Dorchester County,SC,45023
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Dorchester County,SC,45035
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Dorchester County,SC,45023
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Dorchester County,SC,45035
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Dorchester County,SC,45023
0,Living Wage,$14.84,$29.38,$34.84,$43.70,$24.12,$29.44,$33.14,$35.56,$12.06,$16.11,$19.34,$21.94,Edgefield County,SC,45037
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Edgefield County,SC,45037
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Edgefield County,SC,45037
