County,State,FIPS,pov 1a0c,pov 1a1c,pov 1a2c,pov 1a3c,pov 2a1w0c,pov 2a1w1c,pov 2a1w2c,pov 2a1w3c,pov 2a2w0c,pov 2a2w1c,pov 2a2w2c,pov 2a2w3c,live 1a0c,live 1a1c,live 1a2c,live 1a3c,live 2a1w0c,live 2a1w1c,live 2a1w2c,live 2a1w3c,live 2a2w0c,live 2a2w1c,live 2a2w2c,live 2a2w3c,min 1a0c,min 1a1c,min 1a2c,min 1a3c,min 2a1w0c,min 2a1w1c,min 2a1w2c,min 2a1w3c,min 2a2w0c,min 2a2w1c,min 2a2w2c,min 2a2w3c
Blanco County,TX,48031,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.89 ,$27.47 ,$34.28 ,$43.63 ,$21.00 ,$25.73 ,$29.12 ,$30.75 ,$10.50 ,$15.04 ,$18.91 ,$21.89 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Borden County,TX,48033,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.47 ,$26.21 ,$32.34 ,$41.14 ,$20.76 ,$25.17 ,$28.57 ,$30.35 ,$10.38 ,$14.41 ,$17.93 ,$20.65 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Bosque County,TX,48035,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.37 ,$30.82 ,$38.52 ,$20.42 ,$24.99 ,$28.39 ,$29.72 ,$10.21 ,$13.99 ,$17.18 ,$19.34 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Bowie County,TX,48037,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.89 ,$25.84 ,$31.25 ,$39.08 ,$20.97 ,$25.51 ,$28.91 ,$30.43 ,$10.49 ,$14.23 ,$17.39 ,$19.62 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Brazoria County,TX,48039,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.59 ,$28.90 ,$35.54 ,$45.70 ,$22.99 ,$27.34 ,$30.74 ,$33.36 ,$11.50 ,$15.76 ,$19.54 ,$22.93 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Brazos County,TX,48041,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.36 ,$27.70 ,$33.98 ,$44.10 ,$22.09 ,$26.49 ,$29.89 ,$32.83 ,$11.05 ,$15.15 ,$18.76 ,$22.13 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Brewster County,TX,48043,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.68 ,$25.76 ,$31.27 ,$39.63 ,$20.70 ,$25.33 ,$28.73 ,$30.67 ,$10.35 ,$14.19 ,$17.40 ,$19.90 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Briscoe County,TX,48045,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.79 ,$31.67 ,$40.58 ,$20.61 ,$24.99 ,$28.39 ,$30.51 ,$10.31 ,$14.20 ,$17.60 ,$20.37 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Brooks County,TX,48047,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.06 ,$32.21 ,$40.59 ,$20.61 ,$24.99 ,$28.39 ,$29.72 ,$10.31 ,$14.33 ,$17.87 ,$20.38 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Brown County,TX,48049,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.14 ,$25.47 ,$30.93 ,$39.61 ,$20.77 ,$25.09 ,$28.49 ,$30.81 ,$10.39 ,$14.04 ,$17.23 ,$19.88 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Burleson County,TX,48051,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.36 ,$27.70 ,$33.98 ,$44.10 ,$22.09 ,$26.49 ,$29.89 ,$32.83 ,$11.05 ,$15.15 ,$18.76 ,$22.13 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Burnet County,TX,48053,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.34 ,$27.46 ,$34.28 ,$44.40 ,$21.64 ,$25.72 ,$29.12 ,$31.53 ,$10.82 ,$15.03 ,$18.90 ,$22.28 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Caldwell County,TX,48055,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.42 ,$31.03 ,$37.85 ,$48.45 ,$24.39 ,$29.30 ,$32.69 ,$35.58 ,$12.20 ,$16.82 ,$20.69 ,$24.31 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Calhoun County,TX,48057,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.84 ,$26.31 ,$32.03 ,$40.51 ,$21.25 ,$25.67 ,$29.06 ,$30.92 ,$10.63 ,$14.46 ,$17.78 ,$20.34 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Callahan County,TX,48059,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.02 ,$26.37 ,$31.83 ,$40.16 ,$21.18 ,$25.99 ,$29.38 ,$31.36 ,$10.59 ,$14.49 ,$17.68 ,$20.16 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Cameron County,TX,48061,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.76 ,$25.66 ,$31.09 ,$39.27 ,$20.78 ,$25.30 ,$28.69 ,$30.53 ,$10.39 ,$14.13 ,$17.31 ,$19.72 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Camp County,TX,48063,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.46 ,$31.00 ,$39.72 ,$20.99 ,$24.99 ,$28.39 ,$30.66 ,$10.50 ,$14.03 ,$17.27 ,$19.94 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Carson County,TX,48319,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.79 ,$26.85 ,$32.73 ,$41.82 ,$21.31 ,$26.05 ,$29.45 ,$31.75 ,$10.66 ,$14.73 ,$18.13 ,$20.99 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Carson County,TX,48315,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.79 ,$26.85 ,$32.73 ,$41.82 ,$21.31 ,$26.05 ,$29.45 ,$31.75 ,$10.66 ,$14.73 ,$18.13 ,$20.99 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Carson County,TX,48115,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.79 ,$26.85 ,$32.73 ,$41.82 ,$21.31 ,$26.05 ,$29.45 ,$31.75 ,$10.66 ,$14.73 ,$18.13 ,$20.99 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Carson County,TX,48065,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.79 ,$26.85 ,$32.73 ,$41.82 ,$21.31 ,$26.05 ,$29.45 ,$31.75 ,$10.66 ,$14.73 ,$18.13 ,$20.99 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Cass County,TX,48067,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$11.91 ,$25.32 ,$30.73 ,$39.31 ,$20.42 ,$24.99 ,$28.39 ,$30.66 ,$10.21 ,$13.96 ,$17.13 ,$19.74 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Castro County,TX,48069,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.79 ,$31.67 ,$40.09 ,$20.94 ,$24.99 ,$28.39 ,$30.02 ,$10.47 ,$14.20 ,$17.60 ,$20.13 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Castro County,TX,48021,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.79 ,$31.67 ,$40.09 ,$20.94 ,$24.99 ,$28.39 ,$30.02 ,$10.47 ,$14.20 ,$17.60 ,$20.13 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Chambers County,TX,48071,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.33 ,$29.11 ,$35.75 ,$46.05 ,$22.88 ,$27.55 ,$30.95 ,$33.71 ,$11.44 ,$15.86 ,$19.64 ,$23.11 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Cherokee County,TX,48073,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.36 ,$25.48 ,$31.03 ,$39.29 ,$20.44 ,$25.02 ,$28.41 ,$30.23 ,$10.22 ,$14.05 ,$17.28 ,$19.73 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Childress County,TX,48075,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.61 ,$26.15 ,$32.04 ,$41.25 ,$20.90 ,$25.35 ,$28.75 ,$31.18 ,$10.45 ,$14.38 ,$17.78 ,$20.71 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Clay County,TX,48077,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.31 ,$25.89 ,$31.40 ,$39.95 ,$20.84 ,$25.46 ,$28.86 ,$30.99 ,$10.42 ,$14.25 ,$17.47 ,$20.05 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Cochran County,TX,48079,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.62 ,$31.34 ,$39.28 ,$20.61 ,$24.99 ,$28.39 ,$29.72 ,$10.31 ,$14.12 ,$17.43 ,$19.72 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Coke County,TX,48097,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.43 ,$30.94 ,$38.69 ,$20.42 ,$24.99 ,$28.39 ,$29.72 ,$10.21 ,$14.02 ,$17.24 ,$19.43 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Coke County,TX,48081,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.43 ,$30.94 ,$38.69 ,$20.42 ,$24.99 ,$28.39 ,$29.72 ,$10.21 ,$14.02 ,$17.24 ,$19.43 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Coleman County,TX,48083,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.37 ,$30.83 ,$39.02 ,$20.42 ,$24.99 ,$28.39 ,$30.22 ,$10.21 ,$13.99 ,$17.18 ,$19.59 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Collin County,TX,48085,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.21 ,$30.73 ,$37.53 ,$48.15 ,$24.12 ,$29.01 ,$32.41 ,$35.33 ,$12.06 ,$16.67 ,$20.53 ,$24.15 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Collingsworth County,TX,48087,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.79 ,$31.67 ,$39.79 ,$20.61 ,$24.99 ,$28.39 ,$29.72 ,$10.31 ,$14.20 ,$17.60 ,$19.98 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Colorado County,TX,48089,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.55 ,$33.19 ,$43.00 ,$20.42 ,$24.99 ,$28.39 ,$30.66 ,$10.21 ,$14.58 ,$18.36 ,$21.58 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Comal County,TX,48091,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.50 ,$28.71 ,$35.26 ,$45.01 ,$22.49 ,$27.25 ,$30.65 ,$32.95 ,$11.25 ,$15.66 ,$19.40 ,$22.59 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Comanche County,TX,48093,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.37 ,$30.83 ,$39.46 ,$20.99 ,$24.99 ,$28.39 ,$30.66 ,$10.50 ,$13.99 ,$17.18 ,$19.81 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Concho County,TX,48095,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.08 ,$26.27 ,$31.79 ,$40.16 ,$21.24 ,$25.84 ,$29.23 ,$31.18 ,$10.62 ,$14.44 ,$17.66 ,$20.16 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Cooke County,TX,48097,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.90 ,$26.66 ,$32.66 ,$41.65 ,$21.35 ,$25.75 ,$29.14 ,$31.24 ,$10.68 ,$14.64 ,$18.10 ,$20.90 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Cooke County,TX,48081,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.90 ,$26.66 ,$32.66 ,$41.65 ,$21.35 ,$25.75 ,$29.14 ,$31.24 ,$10.68 ,$14.64 ,$18.10 ,$20.90 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Coryell County,TX,48099,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.86 ,$26.06 ,$31.73 ,$40.78 ,$20.89 ,$25.47 ,$28.86 ,$31.35 ,$10.44 ,$14.33 ,$17.63 ,$20.47 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Cottle County,TX,48101,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.50 ,$25.57 ,$31.08 ,$39.26 ,$20.71 ,$25.14 ,$28.53 ,$30.31 ,$10.36 ,$14.09 ,$17.31 ,$19.71 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Crane County,TX,48103,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.03 ,$32.16 ,$41.45 ,$20.61 ,$24.99 ,$28.39 ,$30.66 ,$10.31 ,$14.32 ,$17.84 ,$20.81 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Crockett County,TX,48105,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.43 ,$30.94 ,$39.08 ,$20.61 ,$24.99 ,$28.39 ,$30.11 ,$10.31 ,$14.02 ,$17.24 ,$19.62 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Crosby County,TX,48107,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.90 ,$26.59 ,$32.30 ,$41.62 ,$21.54 ,$25.96 ,$29.35 ,$32.06 ,$10.77 ,$14.60 ,$17.92 ,$20.89 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Culberson County,TX,48109,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.36 ,$25.45 ,$30.96 ,$39.11 ,$20.47 ,$25.02 ,$28.41 ,$30.15 ,$10.23 ,$14.03 ,$17.25 ,$19.63 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Dallam County,TX,48113,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.51 ,$26.02 ,$31.90 ,$40.07 ,$21.19 ,$25.22 ,$28.61 ,$30.00 ,$10.60 ,$14.32 ,$17.72 ,$20.12 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Dallam County,TX,48111,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.51 ,$26.02 ,$31.90 ,$40.07 ,$21.19 ,$25.22 ,$28.61 ,$30.00 ,$10.60 ,$14.32 ,$17.72 ,$20.12 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Dallas County,TX,48145,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.21 ,$30.62 ,$37.32 ,$47.83 ,$24.12 ,$29.01 ,$32.41 ,$35.33 ,$12.06 ,$16.62 ,$20.43 ,$24.00 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Dallas County,TX,48113,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.21 ,$30.62 ,$37.32 ,$47.83 ,$24.12 ,$29.01 ,$32.41 ,$35.33 ,$12.06 ,$16.62 ,$20.43 ,$24.00 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Dallas County,TX,48111,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.21 ,$30.62 ,$37.32 ,$47.83 ,$24.12 ,$29.01 ,$32.41 ,$35.33 ,$12.06 ,$16.62 ,$20.43 ,$24.00 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Dawson County,TX,48319,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.03 ,$32.16 ,$41.31 ,$20.99 ,$24.99 ,$28.39 ,$30.52 ,$10.50 ,$14.32 ,$17.84 ,$20.74 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
